ubigeo,year,population
100701,2004,17784
100702,2001,4358
100702,2002,4431
100702,2003,4508
100702,2004,4586
100703,2001,2743
100703,2002,2795
100703,2003,2853
100703,2004,2913
100801,2001,17501
100801,2002,17819
100801,2003,18144
100801,2004,18470
100802,2001,14837
100802,2002,15144
100802,2003,15429
100802,2004,15710
100803,2001,11359
100803,2002,11567
100803,2003,11775
100803,2004,11984
100804,2001,15565
100804,2002,15863
100804,2003,16158
100804,2004,16454
100901,2001,15405
100901,2002,15621
100901,2003,15808
100901,2004,15991
100902,2001,7236
100902,2002,7356
100902,2003,7466
100902,2004,7574
100903,2001,6806
100903,2002,6984
100903,2003,7161
100903,2004,7336
100904,2001,8181
100904,2002,8298
100904,2003,8405
100904,2004,8510
100905,2001,8935
100905,2002,9105
100905,2003,9242
100905,2004,9370
101001,2001,9288
101001,2002,9465
101001,2003,9625
101001,2004,9780
101002,2001,3750
101002,2002,3818
101002,2003,3883
101002,2004,3948
101003,2001,2367
101003,2002,2408
101003,2003,2449
101003,2004,2492
101004,2001,674
101004,2002,681
101004,2003,689
101004,2004,697
101005,2001,7867
101005,2002,7918
101005,2003,7975
101005,2004,8032
101006,2001,3572
101006,2002,3630
101006,2003,3689
101006,2004,3748
101007,2001,9384
101007,2002,9470
101007,2003,9566
101007,2004,9664
101101,2001,4409
101101,2002,4483
101101,2003,4559
101101,2004,4635
101102,2001,2060
101102,2002,2077
101102,2003,2094
101102,2004,2111
101103,2001,2513
101103,2002,2552
101103,2003,2591
101103,2004,2629
101104,2001,7165
101104,2002,7257
101104,2003,7351
101104,2004,7445
101105,2001,2830
101105,2002,2864
101105,2003,2897
101105,2004,2930
101106,2001,8535
101106,2002,8653
101106,2003,8771
101106,2004,8889
101107,2001,2859
101107,2002,2899
101107,2003,2940
101107,2004,2981
101108,2001,8611
101108,2002,8692
101108,2003,8772
101108,2004,8852
110101,2001,124024
110101,2002,125577
110101,2003,127117
110101,2004,128655
110102,2001,31243
110102,2002,32227
110102,2003,33215
110102,2004,34208
110103,2001,13526
110103,2002,13749
110103,2003,13972
110103,2004,14194
110104,2001,3700
110104,2002,3736
110104,2003,3773
110104,2004,3809
110105,2001,5563
110105,2002,5679
110105,2003,5797
110105,2004,5916
110106,2001,51462
110106,2002,52642
110106,2003,53822
110106,2004,55004
110107,2001,5106
110107,2002,5187
110107,2003,5271
110107,2004,5356
110108,2001,11343
110108,2002,11473
110108,2003,11608
110108,2004,11744
110109,2001,6118
110109,2002,6169
110109,2003,6220
110109,2004,6270
110110,2001,11261
110110,2002,11464
110110,2003,11651
110110,2004,11834
110111,2001,17326
110111,2002,17563
110111,2003,17803
110111,2004,18043
110112,2001,12513
110112,2002,12836
110112,2003,13144
110112,2004,13449
110113,2001,3995
110113,2002,4101
110113,2003,4209
110113,2004,4318
110114,2001,1382
110114,2002,1406
110114,2003,1432
110114,2004,1459
110201,2001,56474
110201,2002,57354
110201,2003,58261
110201,2004,59172
110202,2001,4977
110202,2002,5054
110202,2003,5132
110202,2004,5211
110203,2001,768
110203,2002,787
110203,2003,809
110203,2004,831
110204,2001,12850
110204,2002,12996
110204,2003,13141
110204,2004,13286
110205,2001,9429
110205,2002,9518
110205,2003,9615
110205,2004,9715
110206,2001,16648
110206,2002,16834
110206,2003,17018
110206,2004,17203
110207,2001,45935
110207,2002,46741
110207,2003,47522
110207,2004,48298
110208,2001,1014
110208,2002,1026
110208,2003,1039
110208,2004,1052
110209,2001,1492
110209,2002,1509
110209,2003,1526
110209,2004,1544
110210,2001,20082
110210,2002,20301
110210,2003,20518
110210,2004,20735
110211,2001,4540
110211,2002,4612
110211,2003,4688
110211,2004,4764
110301,2001,27630
110301,2002,27928
110301,2003,28222
110301,2004,28519
110302,2001,3423
110302,2002,3475
110302,2003,3529
110302,2004,3582
110303,2001,3838
110303,2002,3878
110303,2003,3918
110303,2004,3957
110304,2001,13589
110304,2002,13781
110304,2003,13997
110304,2004,14219
110305,2001,12845
110305,2002,13044
110305,2003,13240
110305,2004,13434
110401,2001,8852
110401,2002,9080
110401,2003,9313
110401,2004,9547
110402,2001,1974
110402,2002,2051
110402,2003,2130
110402,2004,2210
110403,2001,4297
110403,2002,4486
110403,2003,4684
110403,2004,4885
110404,2001,1485
110404,2002,1533
110404,2003,1582
110404,2004,1632
110405,2001,814
110405,2002,855
110405,2003,898
110405,2004,943
110501,2001,60554
110501,2002,61267
110501,2003,61965
110501,2004,62659
110502,2001,2378
110502,2002,2413
110502,2003,2448
110502,2004,2484
110503,2001,4751
110503,2002,4815
110503,2003,4886
110503,2004,4959
110504,2001,9999
110504,2002,10150
110504,2003,10305
110504,2004,10461
110505,2001,1270
110505,2002,1294
110505,2003,1320
110505,2004,1347
110506,2001,15964
110506,2002,16306
110506,2003,16644
110506,2004,16980
110507,2001,17705
110507,2002,18085
110507,2003,18465
110507,2004,18845
110508,2001,12110
110508,2002,12352
110508,2003,12588
110508,2004,12823
120101,2001,113614
120101,2002,114891
120101,2003,116189
120101,2004,117496
120104,2001,360
120104,2002,370
120104,2003,381
120104,2004,393
120105,2001,2140
120105,2002,2182
120105,2003,2228
120105,2004,2276
120106,2001,2156
120106,2002,2178
120106,2003,2199
120106,2004,2221
120107,2001,75160
120107,2002,75732
120107,2003,76154
120107,2004,76533
120108,2001,2373
120108,2002,2415
120108,2003,2462
120108,2004,2510
120111,2001,2718
120111,2002,2745
120111,2003,2772
120111,2004,2799
120112,2001,2151
120112,2002,2195
120112,2003,2242
120112,2004,2290
120113,2001,3377
120113,2002,3424
120113,2003,3475
120113,2004,3526
120114,2001,148177
120114,2002,149415
120114,2003,150295
120114,2004,151077
120116,2001,1771
120116,2002,1786
120116,2003,1799
120116,2004,1812
120117,2001,3191
120117,2002,3221
120117,2003,3250
120117,2004,3278
120119,2001,9426
120119,2002,9457
120119,2003,9470
120119,2004,9478
120120,2001,1378
120120,2002,1412
120120,2003,1446
120120,2004,1481
120121,2001,8877
120121,2002,8978
120121,2003,9081
120121,2004,9184
120122,2001,3136
120122,2002,3173
120122,2003,3212
120122,2004,3251
120124,2001,10165
120124,2002,10271
120124,2003,10381
120124,2004,10492
120125,2001,10218
120125,2002,10292
120125,2003,10357
120125,2004,10417
120126,2001,7425
120126,2002,7473
120126,2003,7519
120126,2004,7563
120127,2001,2498
120127,2002,2544
120127,2003,2594
120127,2004,2645
120128,2001,3831
120128,2002,3864
120128,2003,3901
120128,2004,3938
120129,2001,9314
120129,2002,9432
120129,2003,9545
120129,2004,9656
120130,2001,9467
120130,2002,9577
120130,2003,9690
120130,2004,9804
120132,2001,4197
120132,2002,4232
120132,2003,4264
120132,2004,4294
120133,2001,15756
120133,2002,15843
120133,2003,15906
120133,2004,15961
120134,2001,6591
120134,2002,6776
120134,2003,6980
120134,2004,7189
120135,2001,10050
120135,2002,10124
120135,2003,10182
120135,2004,10236
120136,2001,2429
120136,2002,2454
120136,2003,2477
120136,2004,2499
120201,2001,15101
120201,2002,15348
120201,2003,15597
120201,2004,15849
120202,2001,2422
120202,2002,2457
120202,2003,2503
120202,2004,2551
120203,2001,6743
120203,2002,6780
120203,2003,6831
120203,2004,6885
120204,2001,3008
120204,2002,3025
120204,2003,3049
120204,2004,3074
120205,2001,3410
120205,2002,3438
120205,2003,3467
120205,2004,3496
120206,2001,10902
120206,2002,10942
120206,2003,10982
120206,2004,11021
120207,2001,1997
120207,2002,2013
120207,2003,2030
120207,2004,2046
120208,2001,1923
120208,2002,1936
120208,2003,1950
120208,2004,1963
120209,2001,1421
120209,2002,1434
120209,2003,1451
120209,2004,1468
120210,2001,5436
120210,2002,5459
120210,2003,5481
120210,2004,5504
120211,2001,1753
120211,2002,1767
120211,2003,1782
120211,2004,1798
120212,2001,2698
120212,2002,2745
120212,2003,2793
120212,2004,2842
120213,2001,4353
120213,2002,4383
120213,2003,4416
120213,2004,4449
120214,2001,7016
120214,2002,7039
120214,2003,7065
120214,2004,7090
120215,2001,2432
120215,2002,2449
120215,2003,2467
120215,2004,2485
120301,2001,30302
120301,2002,30887
120301,2003,31491
120301,2004,32099
120302,2001,35814
120302,2002,36086
120302,2003,36353
120302,2004,36618
120303,2001,34829
120303,2002,35482
120303,2003,36111
120303,2004,36733
120304,2001,5540
120304,2002,5627
120304,2003,5746
120304,2004,5872
120305,2001,28090
120305,2002,28617
120305,2003,29132
120305,2004,29643
120306,2001,5435
120306,2002,5428
120306,2003,5419
120306,2004,5410
120401,2001,21908
120401,2002,22083
120401,2003,22270
120401,2004,22457
120402,2001,10774
120402,2002,10847
120402,2003,10930
120402,2004,11015
120403,2001,7484
120403,2002,7573
120403,2003,7661
120403,2004,7749
120404,2001,1591
120404,2002,1597
120404,2003,1603
120404,2004,1609
120405,2001,1927
120405,2002,1939
120405,2003,1954
120405,2004,1969
120406,2001,2022
120406,2002,2026
120406,2003,2031
120406,2004,2035
120407,2001,2697
120407,2002,2705
120407,2003,2715
120407,2004,2725
120408,2001,2371
120408,2002,2389
120408,2003,2410
120408,2004,2430
120409,2001,1553
120409,2002,1565
120409,2003,1577
120409,2004,1590
120410,2001,2275
120410,2002,2279
120410,2003,2282
120410,2004,2286
120411,2001,1305
120411,2002,1318
120411,2003,1335
120411,2004,1353
120412,2001,1115
120412,2002,1130
120412,2003,1149
120412,2004,1170
120413,2001,1935
120413,2002,1942
120413,2003,1952
120413,2004,1962
120414,2001,1915
120414,2002,1942
120414,2003,1977
120414,2004,2013
120415,2001,2766
120415,2002,2803
120415,2003,2851
120415,2004,2901
120416,2001,2336
120416,2002,2366
120416,2003,2406
120416,2004,2447
120417,2001,1328
120417,2002,1335
120417,2003,1342
120417,2004,1349
120418,2001,2437
120418,2002,2448
120418,2003,2461
120418,2004,2473
120419,2001,2033
120419,2002,2039
120419,2003,2045
120419,2004,2051
120420,2001,1164
120420,2002,1173
120420,2003,1186
120420,2004,1200
120421,2001,2545
120421,2002,2573
120421,2003,2612
120421,2004,2653
120422,2001,1701
120422,2002,1717
120422,2003,1739
120422,2004,1761
120423,2001,3018
120423,2002,3061
120423,2003,3107
120423,2004,3153
120424,2001,1566
120424,2002,1575
120424,2003,1586
120424,2004,1598
120425,2001,2075
120425,2002,2105
120425,2003,2144
120425,2004,2185
120426,2001,2674
120426,2002,2713
120426,2003,2754
120426,2004,2795
120427,2001,2576
120427,2002,2596
120427,2003,2615
120427,2004,2635
120428,2001,2169
120428,2002,2210
120428,2003,2253
120428,2004,2297
120429,2001,1168
120429,2002,1180
120429,2003,1195
120429,2004,1211
120430,2001,2895
120430,2002,2936
120430,2003,2977
120430,2004,3018
120431,2001,3613
120431,2002,3657
120431,2003,3713
120431,2004,3773
120432,2001,1749
120432,2002,1765
120432,2003,1786
120432,2004,1810
120433,2001,2400
120433,2002,2432
120433,2003,2469
120433,2004,2507
120434,2001,10321
120434,2002,10397
120434,2003,10470
120434,2004,10543
120501,2001,21193
120501,2002,21573
120501,2003,21946
120501,2004,22317
120502,2001,10969
120502,2002,11142
120502,2003,11316
120502,2004,11490
120503,2001,5366
120503,2002,5492
120503,2003,5615
120503,2004,5738
120504,2001,10387
120504,2002,10516
120504,2003,10662
120504,2004,10810
120601,2001,28989
120601,2002,29615
120601,2003,30263
120601,2004,30917
120602,2001,4440
120602,2002,4575
120602,2003,4721
120602,2004,4870
120603,2001,3912
120603,2002,3998
120603,2003,4085
120603,2004,4172
120604,2001,19324
120604,2002,19976
120604,2003,20637
120604,2004,21303
120605,2001,4785
120605,2002,4948
120605,2003,5117
120605,2004,5289
120606,2001,28362
120606,2002,28999
120606,2003,29673
120606,2004,30353
120607,2001,32693
120607,2002,33642
120607,2003,34539
120607,2004,35426
120608,2001,18582
120608,2002,19075
120608,2003,19587
120608,2004,20102
120701,2001,60276
120701,2002,60542
120701,2003,60799
120701,2004,61049
120702,2001,13988
120702,2002,14056
120702,2003,14122
120702,2004,14187
120703,2001,3173
120703,2002,3208
120703,2003,3241
120703,2004,3273
120704,2001,16996
120704,2002,17056
120704,2003,17093
120704,2004,17122
120705,2001,5430
120705,2002,5454
120705,2003,5480
120705,2004,5506
120706,2001,8602
120706,2002,8656
120706,2003,8707
120706,2004,8758
120707,2001,6309
120707,2002,6393
120707,2003,6507
120707,2004,6628
120708,2001,6214
120708,2002,6318
120708,2003,6428
120708,2004,6539
120709,2001,6159
120709,2002,6194
120709,2003,6227
120709,2004,6259
120801,2001,30009
120801,2002,30234
120801,2003,30533
120801,2004,30848
120802,2001,1318
120802,2002,1322
120802,2003,1327
120802,2004,1332
120803,2001,2199
120803,2002,2204
120803,2003,2209
120803,2004,2214
120804,2001,1300
120804,2002,1312
120804,2003,1325
120804,2004,1337
120805,2001,6958
120805,2002,6975
120805,2003,6991
120805,2004,7007
120806,2001,2265
120806,2002,2272
120806,2003,2280
120806,2004,2287
120807,2001,1292
120807,2002,1298
120807,2003,1303
120807,2004,1309
120808,2001,12898
120808,2002,12940
120808,2003,12982
120808,2004,13024
120809,2001,796
120809,2002,799
120809,2003,802
120809,2004,805
120810,2001,6697
120810,2002,6737
120810,2003,6777
120810,2004,6817
120901,2001,21522
120901,2002,21716
120901,2003,21891
120901,2004,22053
120902,2001,8277
120902,2002,8339
120902,2003,8399
120902,2004,8459
120903,2001,5455
120903,2002,5499
120903,2003,5543
120903,2004,5587
120904,2001,3494
120904,2002,3514
120904,2003,3535
120904,2004,3557
120905,2001,3677
120905,2002,3704
120905,2003,3731
120905,2004,3759
120906,2001,2874
120906,2002,2904
120906,2003,2936
120906,2004,2970
120907,2001,3938
120907,2002,3959
120907,2003,3981
120907,2004,4005
120908,2001,2082
120908,2002,2098
120908,2003,2115
120908,2004,2132
120909,2001,3166
120909,2002,3195
120909,2003,3224
120909,2004,3253
130101,2001,270897
130101,2002,273239
130101,2003,275593
130101,2004,277951
130102,2001,103479
130102,2002,105696
130102,2003,107879
130102,2004,110055
130103,2001,37661
130103,2002,37955
130103,2003,38280
130103,2004,38612
130104,2001,30974
130104,2002,32178
130104,2003,33380
130104,2004,34583
130105,2001,134006
130105,2002,137051
130105,2003,140103
130105,2004,143159
130106,2001,37832
130106,2002,38925
130106,2003,40016
130106,2004,41108
130107,2001,28682
130107,2002,29268
130107,2003,29836
130107,2004,30399
130108,2001,5771
130108,2002,5932
130108,2003,6094
130108,2004,6257
130109,2001,10067
130109,2002,10271
130109,2003,10476
130109,2004,10682
130110,2001,3952
130110,2002,3995
130110,2003,4040
130110,2004,4085
130111,2001,57590
130111,2002,59212
130111,2003,60829
130111,2004,62446
130201,2001,8302
130201,2002,8331
130201,2003,8360
130201,2004,8389
130202,2001,15143
130202,2002,15185
130202,2003,15232
130202,2004,15278
130203,2001,12793
130203,2002,12830
130203,2003,12870
130203,2004,12909
130204,2001,2456
130204,2002,2467
130204,2003,2480
130204,2004,2493
130205,2001,21383
130205,2002,21448
130205,2003,21504
130205,2004,21557
130206,2001,7229
130206,2002,7250
130206,2003,7272
130206,2004,7293
130207,2001,19726
130207,2002,19842
130207,2003,19987
130207,2004,20138
130208,2001,29012
130208,2002,29094
130208,2003,29180
130208,2004,29266
130301,2001,5322
130301,2002,5425
130301,2003,5530
130301,2004,5637
130302,2001,3330
130302,2002,3383
130302,2003,3437
130302,2004,3491
130303,2001,3008
130303,2002,3065
130303,2003,3122
130303,2004,3180
130304,2001,3067
130304,2002,3139
130304,2003,3211
130304,2004,3283
130305,2001,3496
130305,2002,3546
130305,2003,3597
130305,2004,3648
130306,2001,1410
130306,2002,1433
130306,2003,1457
130306,2004,1480
130401,2001,43885
130401,2002,44328
130401,2003,44770
130401,2004,45214
130402,2001,13590
130402,2002,13971
130402,2003,14356
130402,2004,14743
130403,2001,9736
130403,2002,9848
130403,2003,9961
130403,2004,10073
130501,2001,18721
130501,2002,19110
130501,2003,19500
130501,2004,19891
130502,2001,8798
130502,2002,8906
130502,2003,9015
130502,2004,9125
130503,2001,8511
130503,2002,8543
130503,2003,8580
130503,2004,8617
130504,2001,5542
130504,2002,5619
130504,2003,5696
130504,2004,5772
130601,2001,23682
130601,2002,23831
130601,2003,23991
130601,2004,24147
130602,2001,11623
130602,2002,11852
130602,2003,12081
130602,2004,12310
130604,2001,4009
130604,2002,4065
130604,2003,4121
130604,2004,4178
130605,2001,5674
130605,2002,5761
130605,2003,5848
130605,2004,5936
130606,2001,803
130606,2002,811
130606,2003,819
130606,2004,828
130608,2001,3546
130608,2002,3566
130608,2003,3586
130608,2004,3607
130610,2001,694
130610,2002,701
130610,2003,708
130610,2004,716
130611,2001,7460
130611,2002,7509
130611,2003,7560
130611,2004,7610
130613,2001,8523
130613,2002,8636
130613,2003,8749
130613,2004,8862
130614,2001,26928
130614,2002,27274
130614,2003,27619
130614,2004,27964
130701,2001,17235
130701,2002,17453
130701,2003,17672
130701,2004,17891
130702,2001,34748
130702,2002,35591
130702,2003,36432
130702,2004,37272
130703,2001,3554
130703,2002,3631
130703,2003,3707
130703,2004,3784
130704,2001,28655
130704,2002,29218
130704,2003,29781
130704,2004,30345
130705,2001,10672
130705,2002,10727
130705,2003,10782
130705,2004,10837
130801,2001,13125
130801,2002,13277
130801,2003,13433
130801,2004,13594
130802,2001,4094
130802,2002,4117
130802,2003,4141
130802,2004,4164
130803,2001,10334
130803,2002,10428
130803,2003,10524
130803,2004,10620
130804,2001,6777
130804,2002,6837
130804,2003,6898
130804,2004,6959
130805,2001,1150
130805,2002,1161
130805,2003,1173
130805,2004,1185
130806,2001,4071
130806,2002,4124
130806,2003,4177
130806,2004,4231
130807,2001,1700
130807,2002,1707
130807,2003,1716
130807,2004,1724
130808,2001,11439
130808,2002,11653
130808,2003,11861
130808,2004,12067
130809,2001,6510
130809,2002,6635
130809,2003,6760
130809,2004,6886
130810,2001,2204
130810,2002,2232
130810,2003,2261
130810,2004,2289
130811,2001,3715
130811,2002,3763
130811,2003,3811
130811,2004,3858
130812,2001,3228
130812,2002,3267
130812,2003,3305
130812,2004,3344
130813,2001,3648
130813,2002,3697
130813,2003,3748
130813,2004,3799
130901,2001,43956
130901,2002,44725
130901,2003,45499
130901,2004,46277
130902,2001,15878
130902,2002,16008
130902,2003,16139
130902,2004,16270
130903,2001,8451
130903,2002,8547
130903,2003,8645
130903,2004,8743
130904,2001,8263
130904,2002,8363
130904,2003,8464
130904,2004,8565
130905,2001,14216
130905,2002,14476
130905,2003,14737
130905,2004,14998
130906,2001,10876
130906,2002,10949
130906,2003,11024
130906,2004,11099
130907,2001,8353
130907,2002,8432
130907,2003,8513
130907,2004,8594
130908,2001,12008
130908,2002,12161
130908,2003,12316
130908,2004,12470
131001,2001,21879
131001,2002,22060
131001,2003,22240
131001,2004,22419
131002,2001,5559
131002,2002,5628
131002,2003,5695
131002,2004,5762
131003,2001,5117
131003,2002,5152
131003,2003,5187
131003,2004,5222
131004,2001,1626
131004,2002,1638
131004,2003,1652
131004,2004,1667
131005,2001,3220
131005,2002,3231
131005,2003,3240
131005,2004,3248
131006,2001,14760
131006,2002,14801
131006,2003,14843
131006,2004,14885
131007,2001,3745
131007,2002,3778
131007,2003,3819
131007,2004,3861
131008,2001,5090
131008,2002,5159
131008,2003,5229
131008,2004,5299
131101,2001,15504
131101,2002,15621
131101,2003,15735
131101,2004,15848
131102,2001,4255
131102,2002,4289
131102,2003,4330
131102,2004,4373
131103,2001,3371
131103,2002,3393
131103,2003,3414
131103,2004,3436
131104,2001,8401
131104,2002,8436
131104,2003,8472
131104,2004,8507
131201,2001,33284
131201,2002,34081
131201,2003,34871
131201,2004,35663
131202,2001,7672
131202,2002,7872
131202,2003,8073
131202,2004,8275
131203,2001,3225
131203,2002,3313
131203,2003,3404
131203,2004,3494
140101,2001,274017
140101,2002,275360
140101,2003,276014
140101,2004,276512
140102,2001,18764
140102,2002,18882
140102,2003,19008
140102,2004,19137
140103,2001,12078
140103,2002,12242
140103,2003,12428
140103,2004,12616
140104,2001,2558
140104,2002,2579
140104,2003,2603
140104,2004,2628
140105,2001,154958
140105,2002,156690
140105,2003,158110
140105,2004,159436
140106,2001,67411
140106,2002,68611
140106,2003,69865
140106,2004,71114
140107,2001,9562
140107,2002,9727
140107,2003,9897
140107,2004,10067
140108,2001,31883
140108,2002,32120
140108,2003,32340
140108,2004,32555
140109,2001,2642
140109,2002,2676
140109,2003,2717
140109,2004,2760
140110,2001,12449
140110,2002,12482
140110,2003,12516
140110,2004,12549
140111,2001,11107
140111,2002,11150
140111,2003,11171
140111,2004,11189
140112,2001,21576
140112,2002,21767
140112,2003,21946
140112,2004,22119
140113,2001,11039
140113,2002,11102
140113,2003,11152
140113,2004,11199
140114,2001,10818
140114,2002,10878
140114,2003,10917
140114,2004,10950
140115,2001,18995
140115,2002,19101
140115,2003,19210
140115,2004,19320
140116,2001,17790
140116,2002,17834
140116,2003,17875
140116,2004,17916
140117,2001,20424
140117,2002,20609
140117,2003,20774
140117,2004,20933
140118,2001,24222
140118,2002,24510
140118,2003,24781
140118,2004,25044
140119,2001,7240
140119,2002,7312
140119,2003,7386
140119,2004,7459
140120,2001,30146
140120,2002,30378
140120,2003,30571
140120,2004,30753
140201,2001,32015
140201,2002,32331
140201,2003,32665
140201,2004,33003
140202,2001,13037
140202,2002,13156
140202,2003,13268
140202,2004,13378
140203,2001,15577
140203,2002,15761
140203,2003,15944
140203,2004,16125
140204,2001,5576
140204,2002,5598
140204,2003,5614
140204,2004,5628
140205,2001,18098
140205,2002,18320
140205,2003,18513
140205,2004,18697
140206,2001,13917
140206,2002,14151
140206,2003,14376
140206,2004,14597
140301,2001,55654
140301,2002,56556
140301,2003,57433
140301,2004,58298
140302,2001,2167
140302,2002,2214
140302,2003,2257
140302,2004,2299
140303,2001,9797
140303,2002,9919
140303,2003,10055
140303,2004,10194
140304,2001,13277
140304,2002,13422
140304,2003,13569
140304,2004,13714
140305,2001,19058
140305,2002,19292
140305,2003,19528
140305,2004,19762
140306,2001,38090
140306,2002,38855
140306,2003,39609
140306,2004,40356
140307,2001,24311
140307,2002,24616
140307,2003,24918
140307,2004,25216
140308,2001,37539
140308,2002,38138
140308,2003,38733
140308,2004,39322
140309,2001,7048
140309,2002,7107
140309,2003,7168
140309,2004,7227
140310,2001,15485
140310,2002,15703
140310,2003,15924
140310,2004,16144
140311,2001,8640
140311,2002,8774
140311,2003,8908
140311,2004,9041
140312,2001,21164
140312,2002,21435
140312,2003,21704
140312,2004,21971
150101,2001,343876
150101,2002,345898
150101,2003,348461
150101,2004,351154
150102,2001,29817
150102,2002,30725
150102,2003,31569
150102,2004,32400
150103,2001,343533
150103,2002,350918
150103,2003,358201
150103,2004,365473
150104,2001,45073
150104,2002,45922
150104,2003,46915
150104,2004,47945
150105,2001,93411
150105,2002,94808
150105,2003,96516
150105,2004,98305
150106,2001,145734
150106,2002,148634
150106,2003,151205
150106,2004,153700
150107,2001,40373
150107,2002,41055
150107,2003,41780
150107,2004,42516
150108,2001,265563
150108,2002,270081
150108,2003,274309
150108,2004,278470
150109,2001,12879
150109,2002,13437
150109,2003,14008
150109,2004,14585
150110,2001,491206
150110,2002,496100
150110,2003,499693
150110,2004,502953
150111,2001,164658
150111,2002,166177
150111,2003,167715
150111,2004,169255
150112,2001,204685
150112,2002,206843
150112,2003,208846
150112,2004,210807
150113,2001,65882
150113,2002,67187
150113,2003,68812
150113,2004,70520
150114,2001,134168
150114,2002,137327
150114,2003,140066
150114,2004,142707
150115,2001,224778
150115,2002,228345
150115,2003,232839
150115,2004,237568
150116,2001,69563
150116,2002,70968
150116,2003,72604
150116,2004,74302
150117,2001,296451
150117,2002,301226
150117,2003,305838
150117,2004,310415
150118,2001,122578
150118,2002,125088
150118,2003,127551
150118,2004,130008
150119,2001,48086
150119,2002,49436
150119,2003,50722
150119,2004,51996
150120,2001,51650
150120,2002,52976
150120,2003,54539
150120,2004,56166
150121,2001,79084
150121,2002,80384
150121,2003,81899
150121,2004,83471
150122,2001,90593
150122,2002,92815
150122,2003,95473
150122,2004,98247
150123,2001,32485
150123,2002,33392
150123,2003,34184
150123,2004,34950
150124,2001,4447
150124,2002,4527
150124,2003,4618
150124,2004,4712
150125,2001,162803
150125,2002,168073
150125,2003,173052
150125,2004,177974
150126,2001,4970
150126,2002,5139
150126,2003,5307
150126,2004,5476
150127,2001,4063
150127,2002,4206
150127,2003,4341
150127,2004,4474
150128,2001,209167
150128,2002,211679
150128,2003,214364
150128,2004,217091
150129,2001,3472
150129,2002,3527
150129,2003,3588
150129,2004,3652
150130,2001,126091
150130,2002,128618
150130,2003,131060
150130,2004,133486
150131,2001,66492
150131,2002,68438
150131,2003,70724
150131,2004,73101
150132,2001,744486
150132,2002,755540
150132,2003,765919
150132,2004,776135
150133,2001,358438
150133,2002,367128
150133,2003,375785
150133,2004,384454
150134,2001,57704
150134,2002,59213
150134,2003,60871
150134,2004,62571
150135,2001,448883
150135,2002,459139
150135,2003,469504
150135,2004,479921
150136,2001,130988
150136,2002,132504
150136,2003,134103
150136,2004,135721
150137,2001,150565
150137,2002,154359
150137,2003,158133
150137,2004,161911
150138,2001,247
150138,2002,264
150138,2003,283
150138,2004,303
150139,2001,5707
150139,2002,5896
150139,2003,6066
150139,2004,6232
150140,2001,245835
150140,2002,251648
150140,2003,257438
150140,2004,263236
150141,2001,97720
150141,2002,99144
150141,2003,100784
150141,2004,102478
150142,2001,322826
150142,2002,330143
150142,2003,337399
150142,2004,344657
150143,2001,322333
150143,2002,329057
150143,2003,335660
150143,2004,342247
150201,2001,50836
150201,2002,50982
150201,2003,51103
150201,2004,51217
150202,2001,27481
150202,2002,27602
150202,2003,27743
150202,2004,27890
150203,2001,13925
150203,2002,14067
150203,2003,14225
150203,2004,14388
150204,2001,18596
150204,2002,18658
150204,2003,18718
150204,2004,18779
150205,2001,11363
150205,2002,11387
150205,2003,11403
150205,2004,11417
150301,2001,3827
150301,2002,3921
150301,2003,4026
150301,2004,4136
150302,2001,1320
150302,2002,1337
150302,2003,1357
150302,2004,1376
150303,2001,1446
150303,2002,1487
150303,2003,1536
150303,2004,1587
150304,2001,1646
150304,2002,1677
150304,2003,1713
150304,2004,1750
150305,2001,1262
150305,2002,1275
150305,2003,1289
150305,2004,1303
150401,2001,3319
150401,2002,3378
150401,2003,3442
150401,2004,3506
150402,2001,715
150402,2002,727
150402,2003,740
150402,2004,754
150403,2001,1363
150403,2002,1384
150403,2003,1406
150403,2004,1429
150404,2001,1277
150404,2002,1291
150404,2003,1306
150404,2004,1321
150405,2001,1200
150405,2002,1222
150405,2003,1247
150405,2004,1273
150406,2001,545
150406,2002,555
150406,2003,567
150406,2004,578
150407,2001,3297
150407,2002,3329
150407,2003,3362
150407,2004,3396
150501,2001,37731
150501,2002,38057
150501,2003,38358
150501,2004,38654
150502,2001,3872
150502,2002,3900
150502,2003,3926
150502,2004,3953
150503,2001,2255
150503,2002,2266
150503,2003,2277
150503,2004,2289
150504,2001,5997
150504,2002,6058
150504,2003,6118
150504,2004,6177
150505,2001,15515
150505,2002,15749
150505,2003,15972
150505,2004,16192
150506,2001,1061
150506,2002,1065
150506,2003,1070
150506,2004,1074
150507,2001,33871
150507,2002,34039
150507,2003,34199
150507,2004,34358
150508,2001,4416
150508,2002,4466
150508,2003,4519
150508,2004,4574
150509,2001,21693
150509,2002,21928
150509,2003,22157
150509,2004,22385
150510,2001,14036
150510,2002,14069
150510,2003,14098
150510,2004,14126
150511,2001,1515
150511,2002,1542
150511,2003,1575
150511,2004,1610
150512,2001,12273
150512,2002,12322
150512,2003,12363
150512,2004,12404
150513,2001,3233
150513,2002,3261
150513,2003,3288
150513,2004,3314
150514,2001,11496
150514,2002,11603
150514,2003,11709
150514,2004,11815
150515,2001,2202
150515,2002,2230
150515,2003,2262
150515,2004,2295
150516,2001,1310
150516,2002,1317
150516,2003,1325
150516,2004,1332
150601,2001,82914
