ubigeo,year,population
151009,2023,715.6111111111111
151010,2018,224
151010,2019,219
151010,2020,213
151010,2021,209
151010,2022,205
151010,2023,198.72222222222223
151011,2018,1135
151011,2019,1112
151011,2020,1088
151011,2021,1067
151011,2022,1049
151011,2023,1033.7777777777778
151012,2018,334
151012,2019,327
151012,2020,319
151012,2021,312
151012,2022,307
151012,2023,304.94444444444446
151013,2018,151
151013,2019,145
151013,2020,137
151013,2021,131
151013,2022,127
151013,2023,124.77777777777777
151014,2018,574
151014,2019,547
151014,2020,521
151014,2021,497
151014,2022,474
151014,2023,450.8888888888889
151015,2018,649
151015,2019,650
151015,2020,648
151015,2021,644
151015,2022,642
151015,2023,646.1666666666666
151016,2018,932
151016,2019,938
151016,2020,943
151016,2021,943
151016,2022,945
151016,2023,956.6111111111111
151017,2018,444
151017,2019,442
151017,2020,441
151017,2021,441
151017,2022,441
151017,2023,439.94444444444446
151018,2018,570
151018,2019,546
151018,2020,522
151018,2021,501
151018,2022,481
151018,2023,459.72222222222223
151019,2018,457
151019,2019,436
151019,2020,416
151019,2021,396
151019,2022,379
151019,2023,368.22222222222223
151020,2018,572
151020,2019,553
151020,2020,536
151020,2021,520
151020,2022,504
151020,2023,487
151021,2018,238
151021,2019,225
151021,2020,212
151021,2021,202
151021,2022,191
151021,2023,174.61111111111111
151022,2018,621
151022,2019,620
151022,2020,617
151022,2021,616
151022,2022,615
151022,2023,611.6666666666666
151023,2018,505
151023,2019,512
151023,2020,517
151023,2021,521
151023,2022,526
151023,2023,534.0555555555555
151024,2018,620
151024,2019,591
151024,2020,562
151024,2021,536
151024,2022,510
151024,2023,480.6666666666667
151025,2018,439
151025,2019,427
151025,2020,415
151025,2021,402
151025,2022,392
151025,2023,389.27777777777777
151026,2018,170
151026,2019,163
151026,2020,156
151026,2021,151
151026,2022,146
151026,2023,138.77777777777777
151027,2018,286
151027,2019,277
151027,2020,268
151027,2021,259
151027,2022,251
151027,2023,245.05555555555554
151028,2018,501
151028,2019,502
151028,2020,503
151028,2021,504
151028,2022,505
151028,2023,506
151029,2018,501
151029,2019,496
151029,2020,490
151029,2021,486
151029,2022,481
151029,2023,471.6666666666667
151030,2018,542
151030,2019,512
151030,2020,484
151030,2021,460
151030,2022,436
151030,2023,407.6666666666667
151031,2018,512
151031,2019,501
151031,2020,490
151031,2021,481
151031,2022,472
151031,2023,460.77777777777777
151032,2018,1643
151032,2019,1634
151032,2020,1624
151032,2021,1613
151032,2022,1606
151032,2023,1608.2777777777778
151033,2018,302
151033,2019,287
151033,2020,274
151033,2021,260
151033,2022,248
151033,2023,241.33333333333334
160101,2018,162450
160101,2019,163209
160101,2020,163502
160101,2021,163849
160101,2022,164196
160101,2023,164457.11111111112
160102,2018,3155
160102,2019,3219
160102,2020,3277
160102,2021,3328
160102,2022,3372
160102,2023,3409.0555555555557
160103,2018,14935
160103,2019,14627
160103,2020,14284
160103,2021,13931
160103,2022,13577
160103,2023,13230.111111111111
160104,2018,11768
160104,2019,11760
160104,2020,11717
160104,2021,11670
160104,2022,11604
160104,2023,11501.444444444445
160105,2018,8790
160105,2019,8680
160105,2020,8546
160105,2021,8403
160105,2022,8249
160105,2023,8081.055555555556
160106,2018,13898
160106,2019,14014
160106,2020,14091
160106,2021,14128
160106,2022,14164
160106,2023,14240.222222222223
160107,2018,17106
160107,2019,17379
160107,2020,17605
160107,2021,17813
160107,2022,17988
160107,2023,18112.555555555555
160108,2018,86608
160108,2019,87876
160108,2020,88908
160108,2021,89838
160108,2022,90609
160108,2023,91153.38888888889
160110,2018,5015
160110,2019,5045
160110,2020,5061
160110,2021,5065
160110,2022,5068
160110,2023,5081.5
160112,2018,70503
160112,2019,70855
160112,2020,71005
160112,2021,71084
160112,2022,71162
160112,2023,71305.61111111111
160113,2018,143054
160113,2019,147951
160113,2020,152555
160113,2021,156363
160113,2022,159614
160113,2023,162588.22222222222
160201,2018,96151
160201,2019,100176
160201,2020,104052
160201,2021,106557
160201,2022,108870
160201,2023,112303.38888888889
160202,2018,16426
160202,2019,16738
160202,2020,17006
160202,2021,17190
160202,2022,17360
160202,2023,17592.11111111111
160205,2018,4570
160205,2019,4620
160205,2020,4658
160205,2021,4686
160205,2022,4712
160205,2023,4744.333333333333
160206,2018,13594
160206,2019,13658
160206,2020,13684
160206,2021,13713
160206,2022,13739
160206,2023,13753.388888888889
160210,2018,4235
160210,2019,4260
160210,2020,4273
160210,2021,4285
160210,2022,4296
160210,2023,4305.388888888889
160211,2018,6153
160211,2019,6194
160211,2020,6219
160211,2021,6240
160211,2022,6259
160211,2023,6277.444444444444
160301,2018,32622
160301,2019,33114
160301,2020,33520
160301,2021,33911
160301,2022,34208
160301,2023,34323.666666666664
160302,2018,6416
160302,2019,6355
160302,2020,6276
160302,2021,6182
160302,2022,6081
160302,2023,5981.277777777777
160303,2018,7509
160303,2019,7549
160303,2020,7568
160303,2021,7597
160303,2022,7622
160303,2023,7626.5
160304,2018,10126
160304,2019,10466
160304,2020,10789
160304,2021,11071
160304,2022,11281
160304,2023,11387.611111111111
160305,2018,13324
160305,2019,13556
160305,2020,13751
160305,2021,13937
160305,2022,14079
160305,2023,14138.5
160401,2018,22883
160401,2019,23378
160401,2020,23811
160401,2021,24266
160401,2022,24655
160401,2023,24880.444444444445
160402,2018,12808
160402,2019,12771
160402,2020,12700
160402,2021,12637
160402,2022,12538
160402,2023,12354.222222222223
160403,2018,10040
160403,2019,10054
160403,2020,10041
160403,2021,10033
160403,2022,9998
160403,2023,9900.444444444445
160404,2018,12564
160404,2019,12639
160404,2020,12680
160404,2021,12728
160404,2022,12762
160404,2023,12757.555555555555
160501,2018,27624
160501,2019,27856
160501,2020,28008
160501,2021,28131
160501,2022,28209
160501,2023,28222.277777777777
160502,2018,1673
160502,2019,1654
160502,2020,1631
160502,2021,1605
160502,2022,1579
160502,2023,1556.111111111111
160503,2018,2607
160503,2019,2514
160503,2020,2417
160503,2021,2322
160503,2022,2224
160503,2023,2117.3888888888887
160504,2018,6851
160504,2019,6865
160504,2020,6859
160504,2021,6844
160504,2022,6821
160504,2023,6790.444444444444
160505,2018,8523
160505,2019,8608
160505,2020,8669
160505,2021,8720
160505,2022,8758
160505,2023,8779.055555555555
160506,2018,4709
160506,2019,4670
160506,2020,4617
160506,2021,4561
160506,2022,4498
160506,2023,4423.166666666667
160507,2018,3426
160507,2019,3344
160507,2020,3256
160507,2021,3167
160507,2022,3074
160507,2023,2973.5555555555557
160508,2018,680
160508,2019,688
160508,2020,695
160508,2021,702
160508,2022,706
160508,2023,703.7777777777778
160509,2018,964
160509,2019,959
160509,2020,952
160509,2021,944
160509,2022,934
160509,2023,920.8888888888889
160510,2018,5084
160510,2019,5095
160510,2020,5092
160510,2021,5082
160510,2022,5065
160510,2023,5040.611111111111
160511,2018,2278
160511,2019,2274
160511,2020,2263
160511,2021,2248
160511,2022,2232
160511,2023,2218
160601,2018,27376
160601,2019,27856
160601,2020,28258
160601,2021,28648
160601,2022,28991
160601,2023,29246.38888888889
160602,2018,1793
160602,2019,1768
160602,2020,1739
160602,2021,1718
160602,2022,1698
160602,2023,1670.9444444444443
160603,2018,3766
160603,2019,3637
160603,2020,3503
160603,2021,3372
160603,2022,3239
160603,2023,3098.277777777778
160604,2018,6353
160604,2019,6286
160604,2020,6200
160604,2021,6144
160604,2022,6078
160604,2023,5957.055555555556
160605,2018,15226
160605,2019,15251
160605,2020,15234
160605,2021,15288
160605,2022,15320
160605,2023,15225.555555555555
160606,2018,7631
160606,2019,7597
160606,2020,7543
160606,2021,7524
160606,2022,7495
160606,2023,7405.444444444444
160701,2018,15214
160701,2019,15600
160701,2020,15950
160701,2021,16155
160701,2022,16355
160701,2023,16703.833333333332
160702,2018,7749
160702,2019,7857
160702,2020,7942
160702,2021,8002
160702,2022,8052
160702,2023,8107.944444444444
160703,2018,9378
160703,2019,9428
160703,2020,9451
160703,2021,9482
160703,2022,9506
160703,2023,9505.222222222223
160704,2018,4811
160704,2019,4690
160704,2020,4557
160704,2021,4457
160704,2022,4355
160704,2023,4211.555555555556
160705,2018,6164
160705,2019,6176
160705,2020,6170
160705,2021,6151
160705,2022,6129
160705,2023,6114.277777777777
160706,2018,14570
160706,2019,15198
160706,2020,15800
160706,2021,16142
160706,2022,16425
160706,2023,16874.166666666668
160801,2018,4297
160801,2019,4346
160801,2020,4384
160801,2021,4422
160801,2022,4452
160801,2023,4464.944444444444
160802,2018,612
160802,2019,615
160802,2020,615
160802,2021,612
160802,2022,608
160802,2023,605.1111111111111
160803,2018,2797
160803,2019,2710
160803,2020,2616
160803,2021,2518
160803,2022,2408
160803,2023,2277.3888888888887
160804,2018,1491
160804,2019,1527
160804,2020,1559
160804,2021,1589
160804,2022,1610
160804,2023,1614.5
170101,2018,92732
170101,2019,96463
170101,2020,100011
170101,2021,103413
170101,2022,106751
170101,2023,110109.5
170102,2018,13742
170102,2019,14442
170102,2020,15132
170102,2021,15810
170102,2022,16494
170102,2023,17203.11111111111
170103,2018,15412
170103,2019,16939
170103,2020,18553
170103,2021,20064
170103,2022,21575
170103,2023,23205.277777777777
170104,2018,6233
170104,2019,6384
170104,2020,6518
170104,2021,6636
170104,2022,6741
170104,2023,6836.111111111111
170201,2018,2425
170201,2019,2403
170201,2020,2373
170201,2021,2334
170201,2022,2302
170201,2023,2293.9444444444443
170202,2018,1504
170202,2019,1528
170202,2020,1547
170202,2021,1557
170202,2022,1570
170202,2023,1598.888888888889
170203,2018,7012
170203,2019,6790
170203,2020,6553
170203,2021,6453
170203,2022,6363
170203,2023,6140.5
170204,2018,10075
170204,2019,10375
170204,2020,10645
170204,2021,10819
170204,2022,10965
170204,2023,11158.444444444445
170301,2018,2833
170301,2019,3030
170301,2020,3227
170301,2021,3311
170301,2022,3393
170301,2023,3596.4444444444443
170302,2018,5995
170302,2019,5900
170302,2020,5784
170302,2021,5741
170302,2022,5696
170302,2023,5564.611111111111
170303,2018,3361
170303,2019,3420
170303,2020,3468
170303,2021,3550
170303,2022,3628
170303,2023,3659.3888888888887
180101,2018,70388
180101,2019,72538
180101,2020,74486
180101,2021,47073
180101,2022,47754
180101,2023,138795.88888888888
180102,2018,2453
180102,2019,2322
180102,2020,2197
180102,2021,2177
180102,2022,2152
180102,2023,2000.388888888889
180103,2018,794
180103,2019,756
180103,2020,723
180103,2021,703
180103,2022,685
180103,2023,656.9444444444445
180104,2018,9229
180104,2019,9528
180104,2020,9804
180104,2021,9960
180104,2022,10104
180104,2023,10355.388888888889
180105,2018,1752
180105,2019,1668
180105,2020,1588
180105,2021,1533
180105,2022,1481
180105,2023,1407.611111111111
180106,2018,6739
180106,2019,6757
180106,2020,6753
180106,2021,6750
180106,2022,6736
180106,2023,6697.055555555556
180201,2018,3272
180201,2019,3198
180201,2020,3117
180201,2021,3056
180201,2022,3002
180201,2023,2939.777777777778
180202,2018,716
180202,2019,644
180202,2020,576
180202,2021,548
180202,2022,520
180202,2023,447.77777777777777
180203,2018,1024
180203,2019,996
180203,2020,965
180203,2021,945
180203,2022,926
180203,2023,896.6666666666666
180204,2018,3199
180204,2019,3111
180204,2020,3014
180204,2021,2950
180204,2022,2893
180204,2023,2813.222222222222
180205,2018,656
180205,2019,600
180205,2020,547
180205,2021,504
180205,2022,467
180205,2023,431.3888888888889
180206,2018,584
180206,2019,538
180206,2020,493
180206,2021,460
180206,2022,431
180206,2023,396.94444444444446
180207,2018,471
180207,2019,436
180207,2020,402
180207,2021,378
180207,2022,355
180207,2023,323
180208,2018,2615
180208,2019,2568
180208,2020,2512
180208,2021,2472
180208,2022,2436
180208,2023,2389.9444444444443
180209,2018,547
180209,2019,513
180209,2020,480
180209,2021,453
180209,2022,430
180209,2023,408.6111111111111
180210,2018,1822
180210,2019,1697
180210,2020,1574
180210,2021,1485
180210,2022,1404
180210,2023,1301.7777777777778
180211,2018,922
180211,2019,874
180211,2020,823
180211,2021,785
180211,2022,750
180211,2023,706.5555555555555
180301,2018,70065
180301,2019,70640
180301,2020,70753
180301,2021,71354
180301,2022,71753
180301,2023,71168.88888888889
180302,2018,4414
180302,2019,5690
180302,2020,7257
180302,2021,8355
180302,2022,9437
180302,2023,11023.388888888889
180303,2018,4709
180303,2019,4707
180303,2020,4676
180303,2021,4652
180303,2022,4616
180303,2023,4545.944444444444
190101,2018,27258
190101,2019,27139
190101,2020,26924
190101,2021,26714
190101,2022,26481
190101,2023,26189.833333333332
190102,2018,4625
190102,2019,4621
190102,2020,4601
190102,2021,4581
190102,2022,4557
190102,2023,4523.888888888889
190103,2018,7125
190103,2019,7037
190103,2020,6925
190103,2021,6817
190103,2022,6703
190103,2023,6570.888888888889
190104,2018,9688
190104,2019,9585
190104,2020,9451
190104,2021,9320
190104,2022,9182
190104,2023,9024.555555555555
190105,2018,4111
190105,2019,4132
190105,2020,4137
190105,2021,4140
190105,2022,4144
190105,2023,4151.388888888889
190106,2018,1763
190106,2019,1655
190106,2020,1551
190106,2021,1446
190106,2022,1344
190106,2023,1249.5
190107,2018,11189
190107,2019,10520
190107,2020,9858
190107,2021,9193
190107,2022,8528
190107,2023,7866.722222222223
190108,2018,4512
190108,2019,4155
190108,2020,3818
190108,2021,3477
190108,2022,3144
190108,2023,2833
190109,2018,12940
190109,2019,12846
190109,2020,12708
190109,2021,12573
190109,2022,12428
190109,2023,12256.666666666666
190110,2018,3301
190110,2019,3069
190110,2020,2847
190110,2021,2624
190110,2022,2404
190110,2023,2191.8333333333335
190111,2018,7090
190111,2019,7196
190111,2020,7278
190111,2021,7355
190111,2022,7421
190111,2023,7468.611111111111
190112,2018,3617
190112,2019,3714
190112,2020,3802
190112,2021,3884
190112,2022,3959
190112,2023,4025.777777777778
190113,2018,31227
190113,2019,31302
190113,2020,31264
190113,2021,31225
190113,2022,31151
190113,2023,30999.88888888889
190201,2018,11908
190201,2019,11718
190201,2020,11495
190201,2021,11210
190201,2022,10898
190201,2023,10597.555555555555
190202,2018,2054
190202,2019,1935
190202,2020,1820
190202,2021,1702
190202,2022,1588
190202,2023,1485.7777777777778
190203,2018,1572
190203,2019,1509
190203,2020,1445
190203,2021,1375
190203,2022,1305
190203,2023,1241.611111111111
190204,2018,1845
190204,2019,1815
190204,2020,1779
190204,2021,1734
190204,2022,1685
190204,2023,1637.4444444444443
190205,2018,1425
190205,2019,1403
190205,2020,1377
190205,2021,1345
190205,2022,1308
190205,2023,1267.1666666666667
190206,2018,22929
190206,2019,23495
190206,2020,23986
190206,2021,24326
190206,2022,24580
190206,2023,24820.833333333332
190207,2018,2395
190207,2019,2288
190207,2020,2180
190207,2021,2065
190207,2022,1952
190207,2023,1850.8333333333333
190208,2018,2065
190208,2019,2085
190208,2020,2097
190208,2021,2102
190208,2022,2105
190208,2023,2111.222222222222
190301,2018,16703
190301,2019,17006
190301,2020,17255
190301,2021,17466
190301,2022,17643
190301,2023,17789.333333333332
190302,2018,5803
190302,2019,6110
190302,2020,6412
190302,2021,6615
190302,2022,6773
190302,2023,6948.222222222223
190303,2018,6921
190303,2019,6986
190303,2020,7028
190303,2021,7078
190303,2022,7123
190303,2023,7147.555555555556
190304,2018,8211
190304,2019,8156
190304,2020,8076
190304,2021,7987
190304,2022,7902
190304,2023,7833.833333333333
190305,2018,4990
190305,2019,4789
190305,2020,4580
190305,2021,4377
190305,2022,4174
190305,2023,3963.8888888888887
190306,2018,20091
190306,2019,20825
190306,2020,21511
190306,2021,22000
190306,2022,22387
190306,2023,22780.555555555555
190307,2018,18711
190307,2019,18692
190307,2020,18610
190307,2021,18534
190307,2022,18466
190307,2023,18404.277777777777
190308,2018,15635
190308,2019,16374
190308,2020,17089
190308,2021,17577
190308,2022,17961
190308,2023,18382.11111111111
200101,2018,169213
200101,2019,173672
200101,2020,177748
200101,2021,181371
200101,2022,184732
200101,2023,188036.5
200104,2018,172060
200104,2019,178066
200104,2020,183759
200104,2021,188678
200104,2022,193225
200104,2023,197849.94444444444
200105,2018,78209
200105,2019,79681
200105,2020,80950
200105,2021,81972
200105,2022,82839
200105,2023,83650.55555555556
200107,2018,19471
200107,2019,19794
200107,2020,20065
200107,2021,20273
200107,2022,20441
200107,2023,20593.88888888889
200108,2018,5544
200108,2019,5594
200108,2020,5628
200108,2021,5634
200108,2022,5643
200108,2023,5688.388888888889
200109,2018,40018
200109,2019,40706
200109,2020,41286
200109,2021,41736
200109,2022,42102
200109,2023,42433.77777777778
200110,2018,42785
200110,2019,43624
200110,2020,44355
200110,2021,44954
200110,2022,45471
200110,2023,45960.11111111111
200111,2018,28769
200111,2019,29047
200111,2020,29241
200111,2021,29290
200111,2022,29345
200111,2023,29568.777777777777
200114,2018,118814
200114,2019,121568
200114,2020,124028
200114,2021,126126
200114,2022,128004
200114,2023,129815.66666666667
200115,2018,176089
200115,2019,182102
200115,2020,187787
200115,2021,192708
200115,2022,197261
200115,2023,201888.22222222222
200201,2018,33649
200201,2019,33313
200201,2020,32889
200201,2021,32525
200201,2022,32156
200201,2023,31705.166666666668
200202,2018,21551
200202,2019,21490
200202,2020,21370
200202,2021,21287
200202,2022,21201
200202,2023,21064.444444444445
200203,2018,2708
200203,2019,2695
200203,2020,2675
200203,2021,2659
200203,2022,2642
200203,2023,2618.1111111111113
200204,2018,5919
200204,2019,5876
200204,2020,5816
200204,2021,5768
200204,2022,5719
200204,2023,5653.666666666667
200205,2018,6713
200205,2019,6680
200205,2020,6628
200205,2021,6587
200205,2022,6547
200205,2023,6495.777777777777
200206,2018,23418
200206,2019,23373
200206,2020,23262
200206,2021,23194
200206,2022,23119
200206,2023,22978.166666666668
200207,2018,10227
200207,2019,10319
200207,2020,10382
200207,2021,10463
200207,2022,10542
200207,2023,10595.277777777777
200208,2018,11039
200208,2019,11068
200208,2020,11065
200208,2021,11022
200208,2022,10994
200208,2023,11039.5
200209,2018,1723
200209,2019,1685
200209,2020,1642
200209,2021,1604
200209,2022,1567
200209,2023,1526.2222222222222
200210,2018,11959
200210,2019,12001
200210,2020,12008
200210,2021,12037
200210,2022,12063
200210,2023,12056.444444444445
200301,2018,29452
200301,2019,29490
200301,2020,29446
200301,2021,29424
200301,2022,29395
200301,2023,29322.61111111111
200302,2018,7798
200302,2019,7723
200302,2020,7628
200302,2021,7539
200302,2022,7449
200302,2023,7349.166666666667
200303,2018,11892
200303,2019,11860
200303,2020,11797
200303,2021,11743
200303,2022,11685
200303,2023,11607.055555555555
200304,2018,37658
200304,2019,37627
200304,2020,37489
200304,2021,37380
200304,2022,37259
200304,2023,37075.166666666664
200305,2018,4302
200305,2019,4247
200305,2020,4181
200305,2021,4119
200305,2022,4057
200305,2023,3989.9444444444443
200306,2018,9315
200306,2019,9369
200306,2020,9395
200306,2021,9429
200306,2022,9461
200306,2023,9478.444444444445
200307,2018,7547
200307,2019,7496
200307,2020,7425
200307,2021,7361
200307,2022,7295
200307,2023,7216
200308,2018,11028
200308,2019,11115
200308,2020,11172
200308,2021,11237
200308,2022,11298
200308,2023,11340.222222222223
200401,2018,87221
200401,2019,88596
200401,2020,89735
200401,2021,90461
200401,2022,91141
200401,2023,92172.22222222222
200402,2018,9935
200402,2019,10086
200402,2020,10211
200402,2021,10351
200402,2022,10468
200402,2023,10519.611111111111
200403,2018,8008
200403,2019,7888
200403,2020,7746
200403,2021,7615
200403,2022,7478
200403,2023,7315.222222222223
200404,2018,14639
200404,2019,14863
200404,2020,15047
200404,2021,15254
200404,2022,15428
200404,2023,15506.388888888889
200405,2018,15736
200405,2019,15915
200405,2020,16052
200405,2021,16229
200405,2022,16377
200405,2023,16418.61111111111
200406,2018,8966
200406,2019,9039
200406,2020,9086
200406,2021,9158
200406,2022,9215
200406,2023,9211.944444444445
200407,2018,6730
200407,2019,6730
200407,2020,6710
200407,2021,6710
200407,2022,6697
200407,2023,6633.944444444444
200408,2018,3874
200408,2019,3849
200408,2020,3813
200408,2021,3788
200408,2022,3755
200408,2023,3692.722222222222
200409,2018,6284
200409,2019,6164
200409,2020,6029
200409,2021,5892
200409,2022,5750
200409,2023,5599.111111111111
200410,2018,8921
200410,2019,8855
200410,2020,8764
200410,2021,8696
200410,2022,8612
200410,2023,8468.166666666666
200501,2018,96202
200501,2019,99150
200501,2020,101905
200501,2021,104513
200501,2022,106929
200501,2023,109102.94444444444
200502,2018,2480
200502,2019,2507
200502,2020,2526
200502,2021,2547
200502,2022,2565
200502,2023,2574.1666666666665
200503,2018,1218
200503,2019,1235
200503,2020,1249
200503,2021,1263
200503,2022,1270
200503,2023,1262.4444444444443
200504,2018,16057
200504,2019,16522
200504,2020,16953
200504,2021,17172
200504,2022,17379
200504,2023,17795
200505,2018,13534
200505,2019,13868
200505,2020,14170
200505,2021,14345
200505,2022,14510
200505,2023,14793.777777777777
200506,2018,5150
200506,2019,5246
200506,2020,5330
200506,2021,5409
200506,2022,5479
200506,2023,5535.388888888889
200507,2018,5937
200507,2019,6053
200507,2020,6156
200507,2021,6252
200507,2022,6338
200507,2023,6410.5
200601,2018,183056
200601,2019,186434
200601,2020,189351
200601,2021,191400
200601,2022,193254
200601,2023,195646
200602,2018,38301
200602,2019,38655
200602,2020,38905
200602,2021,39181
200602,2022,39384
200602,2023,39402.27777777778
200603,2018,20941
200603,2019,21335
200603,2020,21676
200603,2021,21975
200603,2022,22210
200603,2023,22357.166666666668
200604,2018,13210
200604,2019,13266
200604,2020,13286
200604,2021,13333
200604,2022,13363
200604,2023,13326.055555555555
200605,2018,31067
200605,2019,31705
200605,2020,32265
200605,2021,32747
200605,2022,33129
200605,2023,33387.77777777778
200606,2018,9675
200606,2019,9952
200606,2020,10210
200606,2021,10419
200606,2022,10587
200606,2023,10724.111111111111
200607,2018,27408
200607,2019,27805
200607,2020,28130
200607,2021,28433
200607,2022,28667
200607,2023,28779.61111111111
200608,2018,7365
200608,2019,7526
200608,2020,7667
200608,2021,7788
200608,2022,7884
200608,2023,7949.722222222223
200701,2018,101707
200701,2019,103472
200701,2020,104973
200701,2021,106157
200701,2022,107159
200701,2023,108124.44444444444
200702,2018,8617
200702,2019,8803
200702,2020,8969
200702,2021,9097
200702,2022,9205
200702,2023,9313
200703,2018,13031
200703,2019,13129
200703,2020,13192
200703,2021,13250
200703,2022,13300
200703,2023,13337.166666666666
200704,2018,1396
200704,2019,1392
200704,2020,1384
200704,2021,1380
200704,2022,1376
200704,2023,1367.3333333333333
200705,2018,11244
200705,2019,11453
200705,2020,11634
200705,2021,11775
200705,2022,11895
200705,2023,12014.722222222223
200706,2018,13429
200706,2019,13788
200706,2020,14116
200706,2021,14365
200706,2022,14576
200706,2023,14794.944444444445
200801,2018,47345
200801,2019,49156
200801,2020,50892
200801,2021,52436
200801,2022,53899
200801,2023,55404.666666666664
200802,2018,4970
200802,2019,5096
200802,2020,5210
200802,2021,5314
200802,2022,5413
200802,2023,5512.166666666667
200803,2018,7356
200803,2019,7524
200803,2020,7674
200803,2021,7812
200803,2022,7944
200803,2023,8076
200804,2018,4641
200804,2019,4798
200804,2020,4948
200804,2021,5082
200804,2022,5209
200804,2023,5339
200805,2018,16763
200805,2019,17264
200805,2020,17732
200805,2021,18154
200805,2022,18553
200805,2023,18954
200806,2018,3084
200806,2019,3117
200806,2020,3141
200806,2021,3166
200806,2022,3189
200806,2023,3206.277777777778
210101,2018,141077
210101,2019,142691
210101,2020,143867
210101,2021,143434
210101,2022,142897
210101,2023,143909.66666666666
210102,2018,24212
210102,2019,23858
210102,2020,23439
210102,2021,22703
210102,2022,21929
210102,2023,21425.5
210103,2018,3550
210103,2019,3494
210103,2020,3430
210103,2021,3318
210103,2022,3202
210103,2023,3130.6666666666665
210104,2018,4830
210104,2019,4791
210104,2020,4739
210104,2021,4623
210104,2022,4496
210104,2023,4416.777777777777
210105,2018,7717
210105,2019,7448
210105,2020,7167
210105,2021,6801
210105,2022,6433
210105,2023,6154.666666666667
210106,2018,7463
210106,2019,7433
210106,2020,7380
210106,2021,7226
210106,2022,7055
210106,2023,6960
210107,2018,6975
210107,2019,6947
210107,2020,6898
210107,2021,6754
210107,2022,6595
210107,2023,6509.555555555556
210108,2018,3220
210108,2019,3058
210108,2020,2904
210108,2021,2720
210108,2022,2537
210108,2023,2389.8333333333335
210109,2018,5363
210109,2019,5362
210109,2020,5345
210109,2021,5254
210109,2022,5149
210109,2023,5096.555555555556
210110,2018,4444
210110,2019,4413
210110,2020,4368
210110,2021,4263
210110,2022,4149
210110,2023,4082.3888888888887
210111,2018,5958
210111,2019,6000
210111,2020,6026
210111,2021,6018
210111,2022,6006
210111,2023,6022.666666666667
210112,2018,7487
210112,2019,7426
210112,2020,7346
210112,2021,7165
210112,2022,6967
210112,2023,6845.222222222223
210113,2018,2676
210113,2019,2690
210113,2020,2697
210113,2021,2665
210113,2022,2627
210113,2023,2619.6111111111113
210114,2018,1683
210114,2019,1654
210114,2020,1620
210114,2021,1567
210114,2022,1509
210114,2023,1461.5555555555557
210115,2018,3013
210115,2019,3008
210115,2020,2993
210115,2021,2937
210115,2022,2874
210115,2023,2841.6111111111113
210201,2018,31139
210201,2019,31427
210201,2020,31615
210201,2021,31851
210201,2022,32095
210201,2023,32296.555555555555
210202,2018,2952
210202,2019,2870
210202,2020,2782
210202,2021,2717
210202,2022,2647
210202,2023,2540.8333333333335
210203,2018,7350
210203,2019,7252
210203,2020,7130
210203,2021,7064
210203,2022,6983
210203,2023,6807.611111111111
210204,2018,15165
210204,2019,14984
210204,2020,14758
210204,2021,14510
210204,2022,14258
210204,2023,14019.722222222223
210205,2018,3103
210205,2019,3046
210205,2020,2980
210205,2021,2937
210205,2022,2888
210205,2023,2800.6111111111113
210206,2018,6609
210206,2019,6177
210206,2020,5756
210206,2021,5409
210206,2022,5054
210206,2023,4600.944444444444
210207,2018,4844
210207,2019,4814
210207,2020,4767
210207,2021,4756
210207,2022,4733
210207,2023,4644.388888888889
210208,2018,6995
210208,2019,6943
210208,2020,6867
210208,2021,6844
210208,2022,6804
210208,2023,6668.833333333333
210209,2018,4009
210209,2019,3824
210209,2020,3637
210209,2021,3471
210209,2022,3301
210209,2023,3099.3333333333335
210210,2018,9925
210210,2019,9588
210210,2020,9231
210210,2021,8875
210210,2022,8511
210210,2023,8128.333333333333
210211,2018,7632
210211,2019,7503
210211,2020,7352
210211,2021,7258
210211,2022,7149
210211,2023,6944.611111111111
210212,2018,5092
210212,2019,5015
210212,2020,4923
210212,2021,4870
210212,2022,4805
210212,2023,4671.166666666667
210213,2018,3043
210213,2019,2962
210213,2020,2875
210213,2021,2813
210213,2022,2743
210213,2023,2628.4444444444443
210214,2018,4704
210214,2019,4613
210214,2020,4509
210214,2021,4440
210214,2022,4361
210214,2023,4221.833333333333
210215,2018,3000
210215,2019,2989
210215,2020,2967
210215,2021,2967
210215,2022,2961
210215,2023,2917.6111111111113
210301,2018,13848
210301,2019,14035
210301,2020,14173
210301,2021,14357
210301,2022,14529
210301,2023,14622.5
210302,2018,2397
210302,2019,2441
210302,2020,2477
210302,2021,2522
210302,2022,2562
210302,2023,2581.277777777778
210303,2018,9587
210303,2019,9626
210303,2020,9627
210303,2021,9591
210303,2022,9574
210303,2023,9635.055555555555
210304,2018,6690
210304,2019,6310
210304,2020,5932
210304,2021,5573
210304,2022,5224
210304,2023,4874.555555555556
210305,2018,4569
210305,2019,4659
210305,2020,4735
210305,2021,4827
210305,2022,4909
210305,2023,4951.888888888889
210306,2018,9887
210306,2019,10008
210306,2020,10095
210306,2021,10214
210306,2022,10326
210306,2023,10386.166666666666
210307,2018,8174
210307,2019,8385
210307,2020,8569
210307,2021,8786
210307,2022,8973
210307,2023,9060.166666666666
210308,2018,6299
210308,2019,6432
210308,2020,6544
210308,2021,6679
210308,2022,6798
210308,2023,6857.388888888889
210309,2018,7341
210309,2019,7743
210309,2020,8135
210309,2021,8564
210309,2022,8916
