ubigeo,year,population,level
110403,2003,4684,district
110403,2004,4885,district
110403,2005,5084,district
110404,2001,1485,district
110404,2002,1533,district
110404,2003,1582,district
110404,2004,1632,district
110404,2005,1682,district
110405,2001,814,district
110405,2002,855,district
110405,2003,898,district
110405,2004,943,district
110405,2005,987,district
110500,2001,124731,province
110500,2002,126682,province
110500,2003,128621,province
110500,2004,130558,province
110500,2005,132505,province
110501,2001,60554,district
110501,2002,61267,district
110501,2003,61965,district
110501,2004,62659,district
110501,2005,63365,district
110502,2001,2378,district
110502,2002,2413,district
110502,2003,2448,district
110502,2004,2484,district
110502,2005,2519,district
110503,2001,4751,district
110503,2002,4815,district
110503,2003,4886,district
110503,2004,4959,district
110503,2005,5029,district
110504,2001,9999,district
110504,2002,10150,district
110504,2003,10305,district
110504,2004,10461,district
110504,2005,10615,district
110505,2001,1270,district
110505,2002,1294,district
110505,2003,1320,district
110505,2004,1347,district
110505,2005,1372,district
110506,2001,15964,district
110506,2002,16306,district
110506,2003,16644,district
110506,2004,16980,district
110506,2005,17319,district
110507,2001,17705,district
110507,2002,18085,district
110507,2003,18465,district
110507,2004,18845,district
110507,2005,19225,district
110508,2001,12110,district
110508,2002,12352,district
110508,2003,12588,district
110508,2004,12823,district
110508,2005,13061,district
120000,2001,1232343,region
120000,2002,1246663,region
120000,2003,1260773,region
120000,2004,1274781,region
120000,2005,1288792,region
120100,2001,471946,province
120100,2002,476456,province
120100,2003,480451,province
120100,2004,484299,province
120100,2005,488352,province
120101,2001,113614,district
120101,2002,114891,district
120101,2003,116189,district
120101,2004,117496,district
120101,2005,118776,district
120104,2001,360,district
120104,2002,370,district
120104,2003,381,district
120104,2004,393,district
120104,2005,404,district
120105,2001,2140,district
120105,2002,2182,district
120105,2003,2228,district
120105,2004,2276,district
120105,2005,2322,district
120106,2001,2156,district
120106,2002,2178,district
120106,2003,2199,district
120106,2004,2221,district
120106,2005,2242,district
120107,2001,75160,district
120107,2002,75732,district
120107,2003,76154,district
120107,2004,76533,district
120107,2005,76977,district
120108,2001,2373,district
120108,2002,2415,district
120108,2003,2462,district
120108,2004,2510,district
120108,2005,2556,district
120111,2001,2718,district
120111,2002,2745,district
120111,2003,2772,district
120111,2004,2799,district
120111,2005,2826,district
120112,2001,2151,district
120112,2002,2195,district
120112,2003,2242,district
120112,2004,2290,district
120112,2005,2336,district
120113,2001,3377,district
120113,2002,3424,district
120113,2003,3475,district
120113,2004,3526,district
120113,2005,3576,district
120114,2001,148177,district
120114,2002,149415,district
120114,2003,150295,district
120114,2004,151077,district
120114,2005,152019,district
120116,2001,1771,district
120116,2002,1786,district
120116,2003,1799,district
120116,2004,1812,district
120116,2005,1825,district
120117,2001,3191,district
120117,2002,3221,district
120117,2003,3250,district
120117,2004,3278,district
120117,2005,3307,district
120119,2001,9426,district
120119,2002,9457,district
120119,2003,9470,district
120119,2004,9478,district
120119,2005,9492,district
120120,2001,1378,district
120120,2002,1412,district
120120,2003,1446,district
120120,2004,1481,district
120120,2005,1516,district
120121,2001,8877,district
120121,2002,8978,district
120121,2003,9081,district
120121,2004,9184,district
120121,2005,9286,district
120122,2001,3136,district
120122,2002,3173,district
120122,2003,3212,district
120122,2004,3251,district
120122,2005,3289,district
120124,2001,10165,district
120124,2002,10271,district
120124,2003,10381,district
120124,2004,10492,district
120124,2005,10600,district
120125,2001,10218,district
120125,2002,10292,district
120125,2003,10357,district
120125,2004,10417,district
120125,2005,10482,district
120126,2001,7425,district
120126,2002,7473,district
120126,2003,7519,district
120126,2004,7563,district
120126,2005,7608,district
120127,2001,2498,district
120127,2002,2544,district
120127,2003,2594,district
120127,2004,2645,district
120127,2005,2694,district
120128,2001,3831,district
120128,2002,3864,district
120128,2003,3901,district
120128,2004,3938,district
120128,2005,3973,district
120129,2001,9314,district
120129,2002,9432,district
120129,2003,9545,district
120129,2004,9656,district
120129,2005,9770,district
120130,2001,9467,district
120130,2002,9577,district
120130,2003,9690,district
120130,2004,9804,district
120130,2005,9916,district
120132,2001,4197,district
120132,2002,4232,district
120132,2003,4264,district
120132,2004,4294,district
120132,2005,4326,district
120133,2001,15756,district
120133,2002,15843,district
120133,2003,15906,district
120133,2004,15961,district
120133,2005,16025,district
120134,2001,6591,district
120134,2002,6776,district
120134,2003,6980,district
120134,2004,7189,district
120134,2005,7391,district
120135,2001,10050,district
120135,2002,10124,district
120135,2003,10182,district
120135,2004,10236,district
120135,2005,10296,district
120136,2001,2429,district
120136,2002,2454,district
120136,2003,2477,district
120136,2004,2499,district
120136,2005,2522,district
120200,2001,70615,province
120200,2002,71215,province
120200,2003,71864,province
120200,2004,72521,province
120200,2005,73147,province
120201,2001,15101,district
120201,2002,15348,district
120201,2003,15597,district
120201,2004,15849,district
120201,2005,16098,district
120202,2001,2422,district
120202,2002,2457,district
120202,2003,2503,district
120202,2004,2551,district
120202,2005,2594,district
120203,2001,6743,district
120203,2002,6780,district
120203,2003,6831,district
120203,2004,6885,district
120203,2005,6931,district
120204,2001,3008,district
120204,2002,3025,district
120204,2003,3049,district
120204,2004,3074,district
120204,2005,3095,district
120205,2001,3410,district
120205,2002,3438,district
120205,2003,3467,district
120205,2004,3496,district
120205,2005,3524,district
120206,2001,10902,district
120206,2002,10942,district
120206,2003,10982,district
120206,2004,11021,district
120206,2005,11060,district
120207,2001,1997,district
120207,2002,2013,district
120207,2003,2030,district
120207,2004,2046,district
120207,2005,2062,district
120208,2001,1923,district
120208,2002,1936,district
120208,2003,1950,district
120208,2004,1963,district
120208,2005,1976,district
120209,2001,1421,district
120209,2002,1434,district
120209,2003,1451,district
120209,2004,1468,district
120209,2005,1484,district
120210,2001,5436,district
120210,2002,5459,district
120210,2003,5481,district
120210,2004,5504,district
120210,2005,5526,district
120211,2001,1753,district
120211,2002,1767,district
120211,2003,1782,district
120211,2004,1798,district
120211,2005,1812,district
120212,2001,2698,district
120212,2002,2745,district
120212,2003,2793,district
120212,2004,2842,district
120212,2005,2889,district
120213,2001,4353,district
120213,2002,4383,district
120213,2003,4416,district
120213,2004,4449,district
120213,2005,4480,district
120214,2001,7016,district
120214,2002,7039,district
120214,2003,7065,district
120214,2004,7090,district
120214,2005,7114,district
120215,2001,2432,district
120215,2002,2449,district
120215,2003,2467,district
120215,2004,2485,district
120215,2005,2502,district
120300,2001,140010,province
120300,2002,142127,province
120300,2003,144252,province
120300,2004,146375,province
120300,2005,148487,province
120301,2001,30302,district
120301,2002,30887,district
120301,2003,31491,district
120301,2004,32099,district
120301,2005,32696,district
120302,2001,35814,district
120302,2002,36086,district
120302,2003,36353,district
120302,2004,36618,district
120302,2005,36885,district
120303,2001,34829,district
120303,2002,35482,district
120303,2003,36111,district
120303,2004,36733,district
120303,2005,37364,district
120304,2001,5540,district
120304,2002,5627,district
120304,2003,5746,district
120304,2004,5872,district
120304,2005,5982,district
120305,2001,28090,district
120305,2002,28617,district
120305,2003,29132,district
120305,2004,29643,district
120305,2005,30158,district
120306,2001,5435,district
120306,2002,5428,district
120306,2003,5419,district
120306,2004,5410,district
120306,2005,5402,district
120400,2001,113406,province
120400,2002,114416,province
120400,2003,115557,province
120400,2004,116723,province
120400,2005,117814,province
120401,2001,21908,district
120401,2002,22083,district
120401,2003,22270,district
120401,2004,22457,district
120401,2005,22637,district
120402,2001,10774,district
120402,2002,10847,district
120402,2003,10930,district
120402,2004,11015,district
120402,2005,11094,district
120403,2001,7484,district
120403,2002,7573,district
120403,2003,7661,district
120403,2004,7749,district
120403,2005,7836,district
120404,2001,1591,district
120404,2002,1597,district
120404,2003,1603,district
120404,2004,1609,district
120404,2005,1615,district
120405,2001,1927,district
120405,2002,1939,district
120405,2003,1954,district
120405,2004,1969,district
120405,2005,1983,district
120406,2001,2022,district
120406,2002,2026,district
120406,2003,2031,district
120406,2004,2035,district
120406,2005,2039,district
120407,2001,2697,district
120407,2002,2705,district
120407,2003,2715,district
120407,2004,2725,district
120407,2005,2734,district
120408,2001,2371,district
120408,2002,2389,district
120408,2003,2410,district
120408,2004,2430,district
120408,2005,2450,district
120409,2001,1553,district
120409,2002,1565,district
120409,2003,1577,district
120409,2004,1590,district
120409,2005,1602,district
120410,2001,2275,district
120410,2002,2279,district
120410,2003,2282,district
120410,2004,2286,district
120410,2005,2290,district
120411,2001,1305,district
120411,2002,1318,district
120411,2003,1335,district
120411,2004,1353,district
120411,2005,1369,district
120412,2001,1115,district
120412,2002,1130,district
120412,2003,1149,district
120412,2004,1170,district
120412,2005,1188,district
120413,2001,1935,district
120413,2002,1942,district
120413,2003,1952,district
120413,2004,1962,district
120413,2005,1971,district
120414,2001,1915,district
120414,2002,1942,district
120414,2003,1977,district
120414,2004,2013,district
120414,2005,2046,district
120415,2001,2766,district
120415,2002,2803,district
120415,2003,2851,district
120415,2004,2901,district
120415,2005,2945,district
120416,2001,2336,district
120416,2002,2366,district
120416,2003,2406,district
120416,2004,2447,district
120416,2005,2484,district
120417,2001,1328,district
120417,2002,1335,district
120417,2003,1342,district
120417,2004,1349,district
120417,2005,1356,district
120418,2001,2437,district
120418,2002,2448,district
120418,2003,2461,district
120418,2004,2473,district
120418,2005,2485,district
120419,2001,2033,district
120419,2002,2039,district
120419,2003,2045,district
120419,2004,2051,district
120419,2005,2057,district
120420,2001,1164,district
120420,2002,1173,district
120420,2003,1186,district
120420,2004,1200,district
120420,2005,1211,district
120421,2001,2545,district
120421,2002,2573,district
120421,2003,2612,district
120421,2004,2653,district
120421,2005,2688,district
120422,2001,1701,district
120422,2002,1717,district
120422,2003,1739,district
120422,2004,1761,district
120422,2005,1781,district
120423,2001,3018,district
120423,2002,3061,district
120423,2003,3107,district
120423,2004,3153,district
120423,2005,3198,district
120424,2001,1566,district
120424,2002,1575,district
120424,2003,1586,district
120424,2004,1598,district
120424,2005,1608,district
120425,2001,2075,district
120425,2002,2105,district
120425,2003,2144,district
120425,2004,2185,district
120425,2005,2221,district
120426,2001,2674,district
120426,2002,2713,district
120426,2003,2754,district
120426,2004,2795,district
120426,2005,2835,district
120427,2001,2576,district
120427,2002,2596,district
120427,2003,2615,district
120427,2004,2635,district
120427,2005,2655,district
120428,2001,2169,district
120428,2002,2210,district
120428,2003,2253,district
120428,2004,2297,district
120428,2005,2339,district
120429,2001,1168,district
120429,2002,1180,district
120429,2003,1195,district
120429,2004,1211,district
120429,2005,1225,district
120430,2001,2895,district
120430,2002,2936,district
120430,2003,2977,district
120430,2004,3018,district
120430,2005,3059,district
120431,2001,3613,district
120431,2002,3657,district
120431,2003,3713,district
120431,2004,3773,district
120431,2005,3825,district
120432,2001,1749,district
120432,2002,1765,district
120432,2003,1786,district
120432,2004,1810,district
120432,2005,1830,district
120433,2001,2400,district
120433,2002,2432,district
120433,2003,2469,district
120433,2004,2507,district
120433,2005,2542,district
120434,2001,10321,district
120434,2002,10397,district
120434,2003,10470,district
120434,2004,10543,district
120434,2005,10616,district
120500,2001,47915,province
120500,2002,48723,province
120500,2003,49539,province
120500,2004,50355,province
120500,2005,51166,province
120501,2001,21193,district
120501,2002,21573,district
120501,2003,21946,district
120501,2004,22317,district
120501,2005,22690,district
120502,2001,10969,district
120502,2002,11142,district
120502,2003,11316,district
120502,2004,11490,district
120502,2005,11663,district
120503,2001,5366,district
120503,2002,5492,district
120503,2003,5615,district
120503,2004,5738,district
120503,2005,5862,district
120504,2001,10387,district
120504,2002,10516,district
120504,2003,10662,district
120504,2004,10810,district
120504,2005,10951,district
120600,2001,141087,province
120600,2002,144828,province
120600,2003,148622,province
120600,2004,152432,province
120600,2005,156220,province
120601,2001,28989,district
120601,2002,29615,district
120601,2003,30263,district
120601,2004,30917,district
120601,2005,31551,district
120602,2001,4440,district
120602,2002,4575,district
120602,2003,4721,district
120602,2004,4870,district
120602,2005,5015,district
120603,2001,3912,district
120603,2002,3998,district
120603,2003,4085,district
120603,2004,4172,district
120603,2005,4257,district
120604,2001,19324,district
120604,2002,19976,district
120604,2003,20637,district
120604,2004,21303,district
120604,2005,21973,district
120605,2001,4785,district
120605,2002,4948,district
120605,2003,5117,district
120605,2004,5289,district
120605,2005,5460,district
120606,2001,28362,district
120606,2002,28999,district
120606,2003,29673,district
120606,2004,30353,district
120606,2005,31011,district
120607,2001,32693,district
120607,2002,33642,district
120607,2003,34539,district
120607,2004,35426,district
120607,2005,36343,district
120608,2001,18582,district
120608,2002,19075,district
120608,2003,19587,district
120608,2004,20102,district
120608,2005,20610,district
120700,2001,127147,province
120700,2002,127877,province
120700,2003,128604,province
120700,2004,129321,province
120700,2005,130024,province
120701,2001,60276,district
120701,2002,60542,district
120701,2003,60799,district
120701,2004,61049,district
120701,2005,61296,district
120702,2001,13988,district
120702,2002,14056,district
120702,2003,14122,district
120702,2004,14187,district
120702,2005,14251,district
120703,2001,3173,district
120703,2002,3208,district
120703,2003,3241,district
120703,2004,3273,district
120703,2005,3306,district
120704,2001,16996,district
120704,2002,17056,district
120704,2003,17093,district
120704,2004,17122,district
120704,2005,17161,district
120705,2001,5430,district
120705,2002,5454,district
120705,2003,5480,district
120705,2004,5506,district
120705,2005,5531,district
120706,2001,8602,district
120706,2002,8656,district
120706,2003,8707,district
120706,2004,8758,district
120706,2005,8808,district
120707,2001,6309,district
120707,2002,6393,district
120707,2003,6507,district
120707,2004,6628,district
120707,2005,6733,district
120708,2001,6214,district
120708,2002,6318,district
120708,2003,6428,district
120708,2004,6539,district
120708,2005,6646,district
120709,2001,6159,district
120709,2002,6194,district
120709,2003,6227,district
120709,2004,6259,district
120709,2005,6292,district
120800,2001,65732,province
120800,2002,66093,province
120800,2003,66529,province
120800,2004,66980,province
120800,2005,67385,province
120801,2001,30009,district
120801,2002,30234,district
120801,2003,30533,district
120801,2004,30848,district
120801,2005,31118,district
120802,2001,1318,district
120802,2002,1322,district
120802,2003,1327,district
120802,2004,1332,district
120802,2005,1337,district
120803,2001,2199,district
120803,2002,2204,district
120803,2003,2209,district
120803,2004,2214,district
120803,2005,2219,district
120804,2001,1300,district
120804,2002,1312,district
120804,2003,1325,district
120804,2004,1337,district
120804,2005,1349,district
120805,2001,6958,district
120805,2002,6975,district
120805,2003,6991,district
120805,2004,7007,district
120805,2005,7022,district
120806,2001,2265,district
120806,2002,2272,district
120806,2003,2280,district
120806,2004,2287,district
120806,2005,2294,district
120807,2001,1292,district
120807,2002,1298,district
120807,2003,1303,district
120807,2004,1309,district
120807,2005,1315,district
120808,2001,12898,district
120808,2002,12940,district
120808,2003,12982,district
120808,2004,13024,district
120808,2005,13066,district
120809,2001,796,district
120809,2002,799,district
120809,2003,802,district
120809,2004,805,district
120809,2005,808,district
120810,2001,6697,district
120810,2002,6737,district
120810,2003,6777,district
120810,2004,6817,district
120810,2005,6857,district
120900,2001,54485,province
120900,2002,54928,province
120900,2003,55355,province
120900,2004,55775,province
120900,2005,56197,province
120901,2001,21522,district
120901,2002,21716,district
120901,2003,21891,district
120901,2004,22053,district
120901,2005,22228,district
120902,2001,8277,district
120902,2002,8339,district
120902,2003,8399,district
120902,2004,8459,district
120902,2005,8518,district
120903,2001,5455,district
120903,2002,5499,district
120903,2003,5543,district
120903,2004,5587,district
120903,2005,5630,district
120904,2001,3494,district
120904,2002,3514,district
120904,2003,3535,district
120904,2004,3557,district
120904,2005,3578,district
120905,2001,3677,district
120905,2002,3704,district
120905,2003,3731,district
120905,2004,3759,district
120905,2005,3786,district
120906,2001,2874,district
120906,2002,2904,district
120906,2003,2936,district
120906,2004,2970,district
120906,2005,3001,district
120907,2001,3938,district
120907,2002,3959,district
120907,2003,3981,district
120907,2004,4005,district
120907,2005,4026,district
120908,2001,2082,district
120908,2002,2098,district
120908,2003,2115,district
120908,2004,2132,district
120908,2005,2148,district
120909,2001,3166,district
120909,2002,3195,district
120909,2003,3224,district
120909,2004,3253,district
120909,2005,3282,district
130000,2001,1483881,region
130000,2002,1506122,region
130000,2003,1528448,region
130000,2004,1550796,region
130000,2005,1573106,region
130100,2001,,province
130100,2002,733722,province
130100,2003,746526,province
130100,2004,759337,province
130100,2005,772184,province
130101,2001,270897,district
130101,2002,273239,district
130101,2003,275593,district
130101,2004,277951,district
130101,2005,280316,district
130102,2001,103479,district
130102,2002,105696,district
130102,2003,107879,district
130102,2004,110055,district
130102,2005,112252,district
130103,2001,37661,district
130103,2002,37955,district
130103,2003,38280,district
130103,2004,38612,district
130103,2005,38931,district
130104,2001,30974,district
130104,2002,32178,district
130104,2003,33380,district
130104,2004,34583,district
130104,2005,35788,district
130105,2001,134006,district
130105,2002,137051,district
130105,2003,140103,district
130105,2004,143159,district
130105,2005,146217,district
130106,2001,37832,district
130106,2002,38925,district
130106,2003,40016,district
130106,2004,41108,district
130106,2005,42202,district
130107,2001,28682,district
130107,2002,29268,district
130107,2003,29836,district
130107,2004,30399,district
130107,2005,30973,district
130108,2001,5771,district
130108,2002,5932,district
130108,2003,6094,district
130108,2004,6257,district
130108,2005,6420,district
130109,2001,10067,district
130109,2002,10271,district
130109,2003,10476,district
130109,2004,10682,district
130109,2005,10888,district
130110,2001,3952,district
130110,2002,3995,district
130110,2003,4040,district
130110,2004,4085,district
130110,2005,4129,district
130111,2001,57590,district
130111,2002,59212,district
130111,2003,60829,district
130111,2004,62446,district
130111,2005,64068,district
130200,2001,116044,province
130200,2002,116447,province
130200,2003,116885,province
130200,2004,117323,province
130200,2005,117727,province
130201,2001,8302,district
130201,2002,8331,district
130201,2003,8360,district
130201,2004,8389,district
130201,2005,8414,district
130202,2001,15143,district
130202,2002,15185,district
130202,2003,15232,district
130202,2004,15278,district
130202,2005,15321,district
130203,2001,12793,district
130203,2002,12830,district
130203,2003,12870,district
130203,2004,12909,district
130203,2005,12946,district
130204,2001,2456,district
130204,2002,2467,district
130204,2003,2480,district
130204,2004,2493,district
130204,2005,2505,district
130205,2001,21383,district
130205,2002,21448,district
130205,2003,21504,district
130205,2004,21557,district
130205,2005,21611,district
130206,2001,7229,district
130206,2002,7250,district
130206,2003,7272,district
130206,2004,7293,district
130206,2005,7313,district
130207,2001,19726,district
130207,2002,19842,district
130207,2003,19987,district
130207,2004,20138,district
130207,2005,20271,district
130208,2001,29012,district
130208,2002,29094,district
130208,2003,29180,district
130208,2004,29266,district
130208,2005,29346,district
130300,2001,19633,province
130300,2002,19991,province
130300,2003,20354,province
130300,2004,20719,province
130300,2005,21083,province
130301,2001,5322,district
130301,2002,5425,district
130301,2003,5530,district
130301,2004,5637,district
130301,2005,5741,district
130302,2001,3330,district
130302,2002,3383,district
130302,2003,3437,district
130302,2004,3491,district
130302,2005,3545,district
130303,2001,3008,district
130303,2002,3065,district
130303,2003,3122,district
130303,2004,3180,district
130303,2005,3238,district
130304,2001,3067,district
130304,2002,3139,district
130304,2003,3211,district
130304,2004,3283,district
130304,2005,3356,district
130305,2001,3496,district
130305,2002,3546,district
130305,2003,3597,district
130305,2004,3648,district
130305,2005,3699,district
130306,2001,1410,district
130306,2002,1433,district
130306,2003,1457,district
130306,2004,1480,district
130306,2005,1504,district
130400,2001,67211,province
130400,2002,68147,province
130400,2003,69087,province
130400,2004,70030,province
130400,2005,70968,province
130401,2001,43885,district
130401,2002,44328,district
130401,2003,44770,district
130401,2004,45214,district
130401,2005,45650,district
130402,2001,13590,district
130402,2002,13971,district
130402,2003,14356,district
130402,2004,14743,district
130402,2005,15133,district
130403,2001,9736,district
130403,2002,9848,district
130403,2003,9961,district
130403,2004,10073,district
130403,2005,10185,district
130500,2001,41572,province
130500,2002,42178,province
130500,2003,42791,province
130500,2004,43405,province
130500,2005,44016,province
130501,2001,18721,district
130501,2002,19110,district
130501,2003,19500,district
130501,2004,19891,district
130501,2005,20282,district
130502,2001,8798,district
130502,2002,8906,district
130502,2003,9015,district
130502,2004,9125,district
130502,2005,9234,district
130503,2001,8511,district
130503,2002,8543,district
130503,2003,8580,district
130503,2004,8617,district
130503,2005,8651,district
130504,2001,5542,district
130504,2002,5619,district
130504,2003,5696,district
130504,2004,5772,district
130504,2005,5849,district
130600,2001,92942,province
130600,2002,94006,province
130600,2003,95082,province
130600,2004,96158,province
130600,2005,97225,province
130601,2001,23682,district
130601,2002,23831,district
130601,2003,23991,district
130601,2004,24147,district
130601,2005,24297,district
130602,2001,11623,district
130602,2002,11852,district
130602,2003,12081,district
130602,2004,12310,district
130602,2005,12542,district
130604,2001,4009,district
130604,2002,4065,district
130604,2003,4121,district
130604,2004,4178,district
130604,2005,4234,district
130605,2001,5674,district
130605,2002,5761,district
130605,2003,5848,district
130605,2004,5936,district
130605,2005,6024,district
130606,2001,803,district
130606,2002,811,district
130606,2003,819,district
130606,2004,828,district
130606,2005,836,district
130608,2001,3546,district
130608,2002,3566,district
130608,2003,3586,district
130608,2004,3607,district
130608,2005,3626,district
130610,2001,694,district
130610,2002,701,district
130610,2003,708,district
130610,2004,716,district
130610,2005,723,district
130611,2001,7460,district
130611,2002,7509,district
130611,2003,7560,district
130611,2004,7610,district
130611,2005,7659,district
130613,2001,8523,district
130613,2002,8636,district
130613,2003,8749,district
130613,2004,8862,district
130613,2005,8975,district
130614,2001,26928,district
130614,2002,27274,district
130614,2003,27619,district
130614,2004,27964,district
130614,2005,28309,district
130700,2001,94864,province
130700,2002,96620,province
130700,2003,98374,province
130700,2004,100129,province
130700,2005,101890,province
130701,2001,17235,district
130701,2002,17453,district
130701,2003,17672,district
130701,2004,17891,district
130701,2005,18111,district
130702,2001,34748,district
130702,2002,35591,district
130702,2003,36432,district
130702,2004,37272,district
130702,2005,38115,district
130703,2001,3554,district
130703,2002,3631,district
130703,2003,3707,district
130703,2004,3784,district
130703,2005,3861,district
130704,2001,28655,district
130704,2002,29218,district
130704,2003,29781,district
130704,2004,30345,district
130704,2005,30910,district
130705,2001,10672,district
130705,2002,10727,district
130705,2003,10782,district
130705,2004,10837,district
130705,2005,10893,district
130800,2001,71995,province
130800,2002,72898,province
130800,2003,73808,province
130800,2004,74720,province
130800,2005,75625,province
130801,2001,13125,district
130801,2002,13277,district
130801,2003,13433,district
130801,2004,13594,district
130801,2005,13748,district
130802,2001,4094,district
130802,2002,4117,district
130802,2003,4141,district
130802,2004,4164,district
130802,2005,4187,district
130803,2001,10334,district
130803,2002,10428,district
130803,2003,10524,district
130803,2004,10620,district
130803,2005,10715,district
130804,2001,6777,district
130804,2002,6837,district
130804,2003,6898,district
130804,2004,6959,district
130804,2005,7019,district
130805,2001,1150,district
130805,2002,1161,district
130805,2003,1173,district
130805,2004,1185,district
130805,2005,1197,district
130806,2001,4071,district
130806,2002,4124,district
130806,2003,4177,district
130806,2004,4231,district
130806,2005,4284,district
130807,2001,1700,district
130807,2002,1707,district
130807,2003,1716,district
130807,2004,1724,district
130807,2005,1732,district
130808,2001,11439,district
130808,2002,11653,district
130808,2003,11861,district
130808,2004,12067,district
130808,2005,12277,district
130809,2001,6510,district
130809,2002,6635,district
130809,2003,6760,district
130809,2004,6886,district
130809,2005,7011,district
130810,2001,2204,district
130810,2002,2232,district
130810,2003,2261,district
130810,2004,2289,district
130810,2005,2318,district
130811,2001,3715,district
130811,2002,3763,district
130811,2003,3811,district
130811,2004,3858,district
130811,2005,3906,district
130812,2001,3228,district
130812,2002,3267,district
130812,2003,3305,district
130812,2004,3344,district
130812,2005,3382,district
130813,2001,3648,district
130813,2002,3697,district
130813,2003,3748,district
130813,2004,3799,district
130813,2005,3849,district
130900,2001,122001,province
130900,2002,123661,province
130900,2003,125337,province
130900,2004,127016,province
130900,2005,128685,province
130901,2001,43956,district
130901,2002,44725,district
130901,2003,45499,district
130901,2004,46277,district
130901,2005,47051,district
130902,2001,15878,district
130902,2002,16008,district
130902,2003,16139,district
130902,2004,16270,district
130902,2005,16400,district
130903,2001,8451,district
130903,2002,8547,district
130903,2003,8645,district
130903,2004,8743,district
130903,2005,8840,district
130904,2001,8263,district
130904,2002,8363,district
130904,2003,8464,district
130904,2004,8565,district
130904,2005,8665,district
130905,2001,14216,district
130905,2002,14476,district
130905,2003,14737,district
130905,2004,14998,district
130905,2005,15259,district
130906,2001,10876,district
130906,2002,10949,district
130906,2003,11024,district
130906,2004,11099,district
130906,2005,11172,district
130907,2001,8353,district
130907,2002,8432,district
130907,2003,8513,district
130907,2004,8594,district
130907,2005,8674,district
130908,2001,12008,district
130908,2002,12161,district
130908,2003,12316,district
130908,2004,12470,district
130908,2005,12624,district
131000,2001,60996,province
131000,2002,61447,province
131000,2003,61905,province
131000,2004,62363,province
131000,2005,62811,province
131001,2001,21879,district
131001,2002,22060,district
131001,2003,22240,district
131001,2004,22419,district
131001,2005,22597,district
131002,2001,5559,district
131002,2002,5628,district
131002,2003,5695,district
131002,2004,5762,district
131002,2005,5829,district
131003,2001,5117,district
131003,2002,5152,district
131003,2003,5187,district
131003,2004,5222,district
131003,2005,5256,district
131004,2001,1626,district
131004,2002,1638,district
131004,2003,1652,district
131004,2004,1667,district
131004,2005,1680,district
131005,2001,3220,district
131005,2002,3231,district
131005,2003,3240,district
131005,2004,3248,district
131005,2005,3257,district
131006,2001,14760,district
131006,2002,14801,district
131006,2003,14843,district
131006,2004,14885,district
131006,2005,14926,district
131007,2001,3745,district
131007,2002,3778,district
131007,2003,3819,district
131007,2004,3861,district
131007,2005,3899,district
131008,2001,5090,district
131008,2002,5159,district
131008,2003,5229,district
131008,2004,5299,district
131008,2005,5367,district
131100,2001,31531,province
131100,2002,31739,province
131100,2003,31951,province
131100,2004,32164,province
131100,2005,32370,province
131101,2001,15504,district
131101,2002,15621,district
131101,2003,15735,district
131101,2004,15848,district
131101,2005,15960,district
131102,2001,4255,district
131102,2002,4289,district
131102,2003,4330,district
131102,2004,4373,district
131102,2005,4411,district
131103,2001,3371,district
131103,2002,3393,district
131103,2003,3414,district
131103,2004,3436,district
131103,2005,3457,district
131104,2001,8401,district
131104,2002,8436,district
131104,2003,8472,district
131104,2004,8507,district
131104,2005,8542,district
131200,2001,44181,province
131200,2002,45266,province
131200,2003,46348,province
131200,2004,47432,province
131200,2005,48522,province
131201,2001,33284,district
131201,2002,34081,district
131201,2003,34871,district
131201,2004,35663,district
131201,2005,36459,district
131202,2001,7672,district
131202,2002,7872,district
131202,2003,8073,district
131202,2004,8275,district
131202,2005,8478,district
131203,2001,3225,district
131203,2002,3313,district
131203,2003,3404,district
131203,2004,3494,district
131203,2005,3585,district
140000,2001,1110129,region
140000,2002,1121358,region
140000,2003,1131467,region
140000,2004,1141228,region
140000,2005,1151411,region
140100,2001,759679,province
140100,2002,766010,province
140100,2003,771281,province
140100,2004,776256,province
140100,2005,781706,province
140101,2001,274017,district
140101,2002,275360,district
140101,2003,276014,district
140101,2004,276512,district
140101,2005,277391,district
140102,2001,18764,district
140102,2002,18882,district
140102,2003,19008,district
140102,2004,19137,district
140102,2005,19262,district
140103,2001,12078,district
140103,2002,12242,district
140103,2003,12428,district
140103,2004,12616,district
140103,2005,12789,district
140104,2001,2558,district
140104,2002,2579,district
140104,2003,2603,district
140104,2004,2628,district
140104,2005,2651,district
140105,2001,154958,district
140105,2002,156690,district
140105,2003,158110,district
140105,2004,159436,district
140105,2005,160886,district
140106,2001,67411,district
140106,2002,68611,district
140106,2003,69865,district
140106,2004,71114,district
140106,2005,72297,district
140107,2001,9562,district
140107,2002,9727,district
140107,2003,9897,district
140107,2004,10067,district
140107,2005,10228,district
140108,2001,31883,district
140108,2002,32120,district
140108,2003,32340,district
140108,2004,32555,district
140108,2005,32777,district
140109,2001,2642,district
140109,2002,2676,district
140109,2003,2717,district
140109,2004,2760,district
140109,2005,2798,district
140110,2001,12449,district
140110,2002,12482,district
140110,2003,12516,district
140110,2004,12549,district
140110,2005,12582,district
140111,2001,11107,district
140111,2002,11150,district
140111,2003,11171,district
140111,2004,11189,district
140111,2005,11218,district
140112,2001,21576,district
140112,2002,21767,district
140112,2003,21946,district
140112,2004,22119,district
