year,ubigeo,population,level
2009,070105,4230,district
2009,070106,315438,district
2009,080000,1265827,region
2009,080100,405000,province
2009,080101,116986,district
2009,080102,2448,district
2009,080103,5331,district
2009,080104,36509,district
2009,080105,86905,district
2009,080106,89830,district
2009,080107,3542,district
2009,080108,63449,district
2009,080200,28893,province
2009,080201,5711,district
2009,080202,2653,district
2009,080203,2661,district
2009,080204,2056,district
2009,080205,8918,district
2009,080206,2942,district
2009,080207,3952,district
2009,080300,58105,province
2009,080301,17297,district
2009,080302,7187,district
2009,080303,2201,district
2009,080304,4879,district
2009,080305,6038,district
2009,080306,9736,district
2009,080307,2986,district
2009,080308,3890,district
2009,080309,3891,district
2009,080400,70848,province
2009,080401,21221,district
2009,080402,3969,district
2009,080403,5737,district
2009,080404,7540,district
2009,080405,10116,district
2009,080406,5588,district
2009,080407,4606,district
2009,080408,12071,district
2009,080500,40572,province
2009,080501,10285,district
2009,080502,6377,district
2009,080503,5843,district
2009,080504,2729,district
2009,080505,6578,district
2009,080506,2146,district
2009,080507,3512,district
2009,080508,3102,district
2009,080600,103268,province
2009,080601,59253,district
2009,080602,5171,district
2009,080603,5490,district
2009,080604,11701,district
2009,080605,7544,district
2009,080606,5173,district
2009,080607,3092,district
2009,080608,5844,district
2009,080700,81166,province
2009,080701,26275,district
2009,080702,4842,district
2009,080703,8367,district
2009,080704,9108,district
2009,080705,12540,district
2009,080706,6892,district
2009,080707,4676,district
2009,080708,8466,district
2009,080800,67492,province
2009,080801,31987,district
2009,080802,1316,district
2009,080803,17130,district
2009,080804,1743,district
2009,080805,5615,district
2009,080806,3961,district
2009,080807,2941,district
2009,080808,2799,district
2009,080900,178820,province
2009,080901,35309,district
2009,080902,45576,district
2009,080903,5824,district
2009,080904,6969,district
2009,080905,6737,district
2009,080906,16531,district
2009,080907,17439,district
2009,080908,7261,district
2009,080909,19538,district
2009,080910,17636,district
2009,081000,32501,province
2009,081001,3662,district
2009,081002,4049,district
2009,081003,4027,district
2009,081004,1359,district
2009,081005,5879,district
2009,081006,6971,district
2009,081007,2466,district
2009,081008,1372,district
2009,081009,2716,district
2009,081100,49485,province
2009,081101,12955,district
2009,081102,2697,district
2009,081103,10801,district
2009,081104,10360,district
2009,081105,7440,district
2009,081106,5232,district
2009,081200,88222,province
2009,081201,10434,district
2009,081202,5326,district
2009,081203,2197,district
2009,081204,3096,district
2009,081205,15894,district
2009,081206,5015,district
2009,081207,4630,district
2009,081208,4093,district
2009,081209,4765,district
2009,081210,14767,district
2009,081211,6965,district
2009,081212,11040,district
2009,081300,61455,province
2009,081301,19439,district
2009,081302,10015,district
2009,081303,5311,district
2009,081304,6178,district
2009,081305,6494,district
2009,081306,10702,district
2009,081307,3316,district
2009,090000,471720,region
2009,090100,148760,province
2009,090101,38637,district
2009,090102,4206,district
2009,090103,32968,district
2009,090104,1325,district
2009,090105,2208,district
2009,090106,3057,district
2009,090107,887,district
2009,090108,974,district
2009,090109,1468,district
2009,090110,1813,district
2009,090111,825,district
2009,090112,2359,district
2009,090113,2615,district
2009,090114,3477,district
2009,090115,610,district
2009,090116,3216,district
2009,090117,29764,district
2009,090118,10436,district
2009,090119,7915,district
2009,090200,68042,province
2009,090201,10100,district
2009,090202,5061,district
2009,090203,8665,district
2009,090204,2994,district
2009,090205,2439,district
2009,090206,27231,district
2009,090207,4282,district
2009,090208,7270,district
2009,090300,58339,province
2009,090301,25270,district
2009,090302,7784,district
2009,090303,889,district
2009,090304,3352,district
2009,090305,1677,district
2009,090306,4430,district
2009,090307,1716,district
2009,090308,2095,district
2009,090309,1713,district
2009,090310,3839,district
2009,090311,2028,district
2009,090312,3546,district
2009,090400,19792,province
2009,090401,3435,district
2009,090402,1517,district
2009,090403,2203,district
2009,090404,1456,district
2009,090405,1167,district
2009,090406,958,district
2009,090407,1786,district
2009,090408,441,district
2009,090409,1604,district
2009,090410,595,district
2009,090411,2059,district
2009,090412,782,district
2009,090413,1789,district
2009,090500,45662,province
2009,090501,5970,district
2009,090502,11190,district
2009,090503,4557,district
2009,090504,3142,district
2009,090505,1301,district
2009,090506,4439,district
2009,090507,6910,district
2009,090508,1193,district
2009,090509,3965,district
2009,090510,2995,district
2009,090600,23655,province
2009,090601,2262,district
2009,090602,784,district
2009,090603,2296,district
2009,090604,476,district
2009,090605,1016,district
2009,090606,2054,district
2009,090607,3798,district
2009,090608,893,district
2009,090609,874,district
2009,090610,1692,district
2009,090611,777,district
2009,090612,1150,district
2009,090613,3319,district
2009,090614,703,district
2009,090615,1082,district
2009,090616,479,district
2009,090700,107470,province
2009,090701,11165,district
2009,090702,4534,district
2009,090703,5259,district
2009,090704,5381,district
2009,090705,20400,district
2009,090706,10060,district
2009,090707,5347,district
2009,090709,7820,district
2009,090710,2155,district
2009,090711,7600,district
2009,090713,951,district
2009,090714,5108,district
2009,090715,3786,district
2009,090716,3192,district
2009,090717,5167,district
2009,090718,9545,district
2009,100000,819578,region
2009,100100,291700,province
2009,100101,78900,district
2009,100102,71692,district
2009,100103,26339,district
2009,100104,26920,district
2009,100105,15584,district
2009,100106,7687,district
2009,100107,5073,district
2009,100108,7445,district
2009,100109,19288,district
2009,100110,2857,district
2009,100111,29915,district
2009,100200,58499,province
2009,100201,16775,district
2009,100202,3839,district
2009,100203,2789,district
2009,100204,6345,district
2009,100205,8383,district
2009,100206,3451,district
2009,100207,12311,district
2009,100208,4606,district
2009,100300,50602,province
2009,100301,6456,district
2009,100307,5537,district
2009,100311,8422,district
2009,100313,12076,district
2009,100316,2376,district
2009,100317,6791,district
2009,100321,2664,district
2009,100322,2953,district
2009,100323,3327,district
2009,100400,21904,province
2009,100401,7170,district
2009,100402,3239,district
2009,100403,3034,district
2009,100404,8461,district
2009,100500,71563,province
2009,100501,15654,district
2009,100502,1793,district
2009,100503,4401,district
2009,100504,6599,district
2009,100505,3229,district
2009,100506,3668,district
2009,100507,21679,district
2009,100508,2506,district
2009,100509,4888,district
2009,100510,4086,district
2009,100511,3060,district
2009,100600,126112,province
2009,100601,60674,district
2009,100602,7167,district
2009,100603,4043,district
2009,100604,35121,district
2009,100605,9281,district
2009,100606,9826,district
2009,100700,29051,province
2009,100701,16024,district
2009,100702,10375,district
2009,100703,2652,district
2009,100800,65717,province
2009,100801,21706,district
2009,100802,11729,district
2009,100803,13363,district
2009,100804,18919,district
2009,100900,32600,province
2009,100901,8849,district
2009,100902,6480,district
2009,100903,6050,district
2009,100904,5184,district
2009,100905,6037,district
2009,101000,37735,province
2009,101001,6436,district
2009,101002,6020,district
2009,101003,2678,district
2009,101004,2003,district
2009,101005,7816,district
2009,101006,2485,district
2009,101007,10297,district
2009,101100,34095,province
2009,101101,6877,district
2009,101102,3797,district
2009,101103,3297,district
2009,101104,5986,district
2009,101105,2021,district
2009,101106,6152,district
2009,101107,2310,district
2009,101108,3655,district
2009,110000,739087,region
2009,110100,335113,province
2009,110101,128468,district
2009,110102,32402,district
2009,110103,17182,district
2009,110104,3720,district
2009,110105,6252,district
2009,110106,52112,district
2009,110107,4754,district
2009,110108,19382,district
2009,110109,6198,district
2009,110110,13099,district
2009,110111,25169,district
2009,110112,21001,district
2009,110113,4269,district
2009,110114,1105,district
2009,110200,202319,province
2009,110201,61395,district
2009,110202,6563,district
2009,110203,1190,district
2009,110204,12417,district
2009,110205,12244,district
2009,110206,21665,district
2009,110207,54839,district
2009,110208,438,district
2009,110209,1619,district
2009,110210,25092,district
2009,110211,4857,district
2009,110300,58717,province
2009,110301,26619,district
2009,110302,1882,district
2009,110303,2928,district
2009,110304,12983,district
2009,110305,14305,district
2009,110400,12943,province
2009,110401,7349,district
2009,110402,1479,district
2009,110403,2655,district
2009,110404,1060,district
2009,110405,400,district
2009,110500,129995,province
2009,110501,55712,district
2009,110502,1746,district
2009,110503,5625,district
2009,110504,13027,district
2009,110505,4648,district
2009,110506,13508,district
2009,110507,20182,district
2009,110508,15547,district
2009,120000,1292330,region
2009,120100,490050,province
2009,120101,116842,district
2009,120104,962,district
2009,120105,1170,district
2009,120106,1238,district
2009,120107,81835,district
2009,120108,1671,district
2009,120111,2025,district
2009,120112,2104,district
2009,120113,2591,district
2009,120114,154987,district
2009,120116,1432,district
2009,120117,4161,district
2009,120119,16698,district
2009,120120,994,district
2009,120121,8528,district
2009,120122,2707,district
2009,120124,7031,district
2009,120125,14406,district
2009,120126,5707,district
2009,120127,1953,district
2009,120128,4189,district
2009,120129,10907,district
2009,120130,10099,district
2009,120132,3996,district
2009,120133,13461,district
2009,120134,7890,district
2009,120135,8262,district
2009,120136,2204,district
2009,120200,61303,province
2009,120201,14726,district
2009,120202,1943,district
2009,120203,5504,district
2009,120204,3059,district
2009,120205,2206,district
2009,120206,7656,district
2009,120207,1421,district
2009,120208,1560,district
2009,120209,1615,district
2009,120210,5326,district
2009,120211,1502,district
2009,120212,1773,district
2009,120213,4247,district
2009,120214,6588,district
2009,120215,2177,district
2009,120300,182211,province
2009,120301,26893,district
2009,120302,62117,district
2009,120303,56049,district
2009,120304,7293,district
2009,120305,27236,district
2009,120306,2623,district
2009,120400,93209,province
2009,120401,16664,district
2009,120402,8435,district
2009,120403,4942,district
2009,120404,1286,district
2009,120405,1809,district
2009,120406,1791,district
2009,120407,2685,district
2009,120408,1999,district
2009,120409,1040,district
2009,120410,1882,district
2009,120411,889,district
2009,120412,840,district
2009,120413,1670,district
2009,120414,1318,district
2009,120415,2017,district
2009,120416,2269,district
2009,120417,911,district
2009,120418,1816,district
2009,120419,1339,district
2009,120420,1072,district
2009,120421,2438,district
2009,120422,1239,district
2009,120423,2127,district
2009,120424,1419,district
2009,120425,1482,district
2009,120426,2176,district
2009,120427,1956,district
2009,120428,2382,district
2009,120429,978,district
2009,120430,2946,district
2009,120431,4694,district
2009,120432,1402,district
2009,120433,1627,district
2009,120434,9669,district
2009,120500,30063,province
2009,120501,11955,district
2009,120502,8532,district
2009,120503,2507,district
2009,120504,7069,district
2009,120600,216852,province
2009,120601,38923,district
2009,120602,5648,district
2009,120603,5558,district
2009,120604,44330,district
2009,120605,8380,district
2009,120606,47979,district
2009,120607,27518,district
2009,120608,38516,district
2009,120700,115044,province
2009,120701,50921,district
2009,120702,13865,district
2009,120703,3187,district
2009,120704,15882,district
2009,120705,3822,district
2009,120706,6461,district
2009,120707,8803,district
2009,120708,5965,district
2009,120709,6138,district
2009,120800,49707,province
2009,120801,18000,district
2009,120802,905,district
2009,120803,1693,district
2009,120804,1326,district
2009,120805,5358,district
2009,120806,1898,district
2009,120807,2081,district
2009,120808,11495,district
2009,120809,958,district
2009,120810,5993,district
2009,120900,53891,province
2009,120901,21834,district
2009,120902,6635,district
2009,120903,4470,district
2009,120904,3907,district
2009,120905,5394,district
2009,120906,2365,district
2009,120907,3766,district
2009,120908,2074,district
2009,120909,3446,district
2009,130000,1725075,region
2009,130100,871388,province
2009,130101,310814,district
2009,130102,154887,district
2009,130103,41879,district
2009,130104,50920,district
2009,130105,163782,district
2009,130106,34555,district
2009,130107,31820,district
2009,130108,3634,district
2009,130109,15259,district
2009,130110,4287,district
2009,130111,59551,district
2009,130200,121245,province
2009,130201,7183,district
2009,130202,15688,district
2009,130203,10329,district
2009,130204,3062,district
2009,130205,24541,district
2009,130206,8793,district
2009,130207,20416,district
2009,130208,31233,district
2009,130300,17222,province
2009,130301,4940,district
2009,130302,3736,district
2009,130303,2265,district
2009,130304,2372,district
2009,130305,2961,district
2009,130306,948,district
2009,130400,81031,province
2009,130401,47926,district
2009,130402,19783,district
2009,130403,13322,district
2009,130500,33706,province
2009,130501,13159,district
2009,130502,6488,district
2009,130503,7220,district
2009,130504,6839,district
2009,130600,92602,province
2009,130601,26595,district
2009,130602,10162,district
2009,130604,3147,district
2009,130605,5267,district
2009,130606,728,district
2009,130608,3290,district
2009,130610,724,district
2009,130611,6598,district
2009,130613,8643,district
2009,130614,27448,district
2009,130700,99796,province
2009,130701,16804,district
2009,130702,39999,district
2009,130703,3656,district
2009,130704,27332,district
2009,130705,12005,district
2009,130800,83267,province
2009,130801,14464,district
2009,130802,3960,district
2009,130803,12778,district
2009,130804,6591,district
2009,130805,2652,district
2009,130806,4347,district
2009,130807,1770,district
2009,130808,18162,district
2009,130809,7984,district
2009,130810,1531,district
2009,130811,2837,district
2009,130812,3112,district
2009,130813,3079,district
2009,130900,144894,province
2009,130901,56422,district
2009,130902,18176,district
2009,130903,9190,district
2009,130904,8548,district
2009,130905,15739,district
2009,130906,13844,district
2009,130907,9651,district
2009,130908,13324,district
2009,131000,61083,province
2009,131001,20685,district
2009,131002,6529,district
2009,131003,7180,district
2009,131004,2101,district
2009,131005,2827,district
2009,131006,14619,district
2009,131007,3334,district
2009,131008,3808,district
2009,131100,31643,province
2009,131101,14702,district
2009,131102,6225,district
2009,131103,2453,district
2009,131104,8263,district
2009,131200,87198,province
2009,131201,53285,district
2009,131202,26815,district
2009,131203,7098,district
2009,140000,1196655,region
2009,140100,814347,province
2009,140101,279891,district
2009,140102,18450,district
2009,140103,11147,district
2009,140104,2326,district
2009,140105,176026,district
2009,140106,84104,district
2009,140107,9984,district
2009,140108,31916,district
2009,140109,2514,district
2009,140110,10395,district
2009,140111,9544,district
2009,140112,36280,district
2009,140113,13696,district
2009,140114,11849,district
2009,140115,12636,district
2009,140116,17192,district
2009,140117,22202,district
2009,140118,24663,district
2009,140119,9637,district
2009,140120,29895,district
2009,140200,102897,province
2009,140201,34667,district
2009,140202,13981,district
2009,140203,15417,district
2009,140204,4378,district
2009,140205,21306,district
2009,140206,13148,district
2009,140300,279411,province
2009,140301,69293,district
2009,140302,1267,district
2009,140303,9583,district
2009,140304,16281,district
2009,140305,19134,district
2009,140306,42484,district
2009,140307,25662,district
2009,140308,39195,district
2009,140309,7200,district
2009,140310,13606,district
2009,140311,13480,district
2009,140312,22226,district
2009,150000,8981440,region
2009,150100,8095747,province
2009,150101,302056,district
2009,150102,36401,district
2009,150103,521692,district
2009,150104,33996,district
2009,150105,82987,district
2009,150106,237269,district
2009,150107,42884,district
2009,150108,303913,district
2009,150109,31160,district
2009,150110,509976,district
2009,150111,188138,district
2009,150112,215941,district
2009,150113,71139,district
2009,150114,144491,district
2009,150115,193592,district
2009,150116,55733,district
2009,150117,339028,district
2009,150118,184593,district
2009,150119,69282,district
2009,150120,54116,district
2009,150121,77892,district
2009,150122,86920,district
2009,150123,81145,district
2009,150124,12148,district
2009,150125,263594,district
2009,150126,6309,district
2009,150127,5951,district
2009,150128,178869,district
2009,150129,6368,district
2009,150130,111208,district
2009,150131,58920,district
2009,150132,962554,district
2009,150133,382531,district
2009,150134,57080,district
2009,150135,620193,district
2009,150136,134666,district
2009,150137,199282,district
2009,150138,924,district
2009,150139,12641,district
2009,150140,309889,district
2009,150141,93271,district
2009,150142,410313,district
2009,150143,404692,district
2009,150200,140399,province
2009,150201,64904,district
2009,150202,24332,district
2009,150203,18066,district
2009,150204,21542,district
2009,150205,11555,district
2009,150300,8472,province
2009,150301,2750,district
2009,150302,983,district
2009,150303,2435,district
2009,150304,1214,district
2009,150305,1090,district
2009,150400,14244,province
2009,150401,3024,district
2009,150402,744,district
2009,150403,1337,district
2009,150404,913,district
2009,150405,988,district
2009,150406,537,district
2009,150407,6701,district
2009,150500,213276,province
2009,150501,49710,district
2009,150502,7341,district
2009,150503,2343,district
2009,150504,7338,district
2009,150505,15248,district
2009,150506,1086,district
2009,150507,38106,district
2009,150508,4770,district
2009,150509,30037,district
2009,150510,20432,district
2009,150511,1759,district
2009,150512,14389,district
2009,150513,3858,district
2009,150514,12509,district
2009,150515,2674,district
2009,150516,1676,district
2009,150600,174842,province
2009,150601,93666,district
2009,150602,937,district
2009,150603,1366,district
2009,150604,17355,district
2009,150605,53851,district
2009,150606,2680,district
2009,150607,508,district
2009,150608,701,district
2009,150609,789,district
2009,150610,1294,district
2009,150611,1161,district
2009,150612,534,district
2009,150700,76817,province
2009,150701,4456,district
2009,150702,1389,district
2009,150703,2793,district
2009,150704,1319,district
2009,150705,7508,district
2009,150706,417,district
2009,150707,1842,district
2009,150708,2079,district
2009,150709,1569,district
2009,150710,825,district
2009,150711,1040,district
2009,150712,1463,district
2009,150713,1440,district
2009,150714,6035,district
2009,150715,1434,district
2009,150716,4868,district
2009,150717,1951,district
2009,150718,1463,district
2009,150719,1181,district
2009,150720,501,district
2009,150721,1702,district
2009,150722,5395,district
2009,150723,1839,district
2009,150724,1297,district
2009,150725,267,district
2009,150726,676,district
2009,150727,2447,district
2009,150728,11064,district
2009,150729,582,district
2009,150730,702,district
2009,150731,3341,district
2009,150732,1932,district
2009,150800,207687,province
2009,150801,57704,district
2009,150802,2886,district
2009,150803,6417,district
2009,150804,1595,district
2009,150805,27970,district
2009,150806,33001,district
2009,150807,2062,district
2009,150808,2183,district
2009,150809,1550,district
2009,150810,29686,district
2009,150811,23054,district
2009,150812,19579,district
2009,150900,21690,province
2009,150901,13502,district
2009,150902,1068,district
2009,150903,968,district
2009,150904,1565,district
2009,150905,1130,district
2009,150906,3457,district
2009,151000,28266,province
2009,151001,2704,district
2009,151002,1488,district
2009,151003,1898,district
2009,151004,761,district
2009,151005,604,district
2009,151006,591,district
2009,151007,349,district
2009,151008,1093,district
2009,151009,1130,district
2009,151010,327,district
2009,151011,1454,district
2009,151012,439,district
2009,151013,247,district
2009,151014,1091,district
2009,151015,665,district
2009,151016,975,district
2009,151017,492,district
2009,151018,956,district
2009,151019,823,district
2009,151020,857,district
2009,151021,467,district
2009,151022,658,district
2009,151023,475,district
2009,151024,1076,district
2009,151025,611,district
2009,151026,352,district
2009,151027,420,district
2009,151028,528,district
2009,151029,547,district
2009,151030,1119,district
2009,151031,679,district
2009,151032,1830,district
2009,151033,560,district
2009,160000,970918,region
2009,160100,534396,province
2009,160101,165773,district
2009,160102,2797,district
2009,160103,20441,district
2009,160104,12665,district
2009,160105,10802,district
2009,160106,13981,district
2009,160107,16022,district
2009,160108,83789,district
2009,160109,6083,district
2009,160110,5195,district
2009,160112,74112,district
2009,160113,118265,district
2009,160114,4471,district
2009,160200,113608,province
2009,160201,68638,district
2009,160202,15357,district
2009,160205,4650,district
2009,160206,14210,district
2009,160210,4388,district
2009,160211,6365,district
2009,160300,67486,province
2009,160301,30550,district
2009,160302,7691,district
2009,160303,7948,district
2009,160304,8539,district
2009,160305,12758,district
2009,160400,61510,province
2009,160401,20918,district
2009,160402,15095,district
2009,160403,11837,district
2009,160404,13660,district
2009,160500,71035,province
2009,160501,28279,district
2009,160502,2082,district
2009,160503,4264,district
2009,160504,7416,district
2009,160505,8430,district
2009,160506,5739,district
2009,160507,4870,district
2009,160508,664,district
2009,160509,1136,district
2009,160510,5507,district
2009,160511,2648,district
2009,160600,67672,province
2009,160601,25326,district
2009,160602,2369,district
2009,160603,6280,district
2009,160604,8382,district
2009,160605,16491,district
2009,160606,8824,district
2009,160700,55211,province
2009,160701,12913,district
2009,160702,7528,district
2009,160703,9823,district
2009,160704,7890,district
2009,160705,6535,district
2009,160706,10522,district
2009,170000,117981,region
2009,170100,84633,province
2009,170101,65257,district
2009,170102,8713,district
2009,170103,5703,district
2009,170104,4960,district
2009,170200,21654,province
2009,170201,2815,district
2009,170202,1350,district
2009,170203,10394,district
2009,170204,7095,district
2009,170300,11694,province
2009,170301,1377,district
2009,170302,7349,district
2009,170303,2968,district
2009,180000,169365,region
2009,180100,76386,province
2009,180101,52179,district
2009,180102,5113,district
2009,180103,2100,district
2009,180104,6661,district
2009,180105,3733,district
2009,180106,6600,district
2009,180200,26250,province
2009,180201,4122,district
2009,180202,2348,district
2009,180203,1299,district
2009,180204,4326,district
2009,180205,1893,district
2009,180206,1530,district
2009,180207,1093,district
2009,180208,2949,district
2009,180209,1118,district
2009,180210,3807,district
2009,180211,1765,district
2009,180300,66729,province
2009,180301,62183,district
2009,180302,268,district
2009,180303,4278,district
2009,190000,290483,region
2009,190100,154805,province
2009,190101,28001,district
2009,190102,4686,district
2009,190103,8183,district
2009,190104,11018,district
2009,190105,3799,district
2009,190106,4386,district
2009,190107,22124,district
2009,190108,11136,district
2009,190109,13537,district
2009,190110,8707,district
2009,190111,6167,district
2009,190112,2676,district
2009,190113,30385,district
2009,190200,49874,province
2009,190201,14244,district
2009,190202,4146,district
2009,190203,2816,district
2009,190204,2171,district
2009,190205,1761,district
2009,190206,18737,district
2009,190207,4136,district
2009,190208,1863,district
2009,190300,85804,province
2009,190301,14464,district
2009,190302,3313,district
2009,190303,6500,district
2009,190304,9379,district
2009,190305,8232,district
2009,190306,24608,district
2009,190307,19308,district
2009,200000,1754791,region
2009,200100,704054,province
2009,200101,275707,district
2009,200104,130996,district
2009,200105,69414,district
2009,200107,17732,district
2009,200108,4936,district
2009,200109,36135,district
2009,200110,37914,district
2009,200111,27569,district
2009,200114,103651,district
2009,200200,142472,province
2009,200201,39638,district
2009,200202,23865,district
2009,200203,2991,district
2009,200204,6932,district
2009,200205,7374,district
2009,200206,25405,district
2009,200207,10040,district
2009,200208,11647,district
2009,200209,2242,district
2009,200210,12338,district
2009,200300,127997,province
2009,200301,30951,district
2009,200302,9020,district
2009,200303,13264,district
2009,200304,40832,district
2009,200305,5134,district
2009,200306,9306,district
2009,200307,8650,district
2009,200308,10840,district
2009,200400,162918,province
2009,200401,78163,district
2009,200402,8798,district
2009,200403,9802,district
2009,200404,13190,district
2009,200405,14719,district
2009,200406,8712,district
2009,200407,7053,district
2009,200408,4354,district
2009,200409,7986,district
2009,200410,10141,district
2009,200500,115786,province
2009,200501,78662,district
2009,200502,2366,district
2009,200503,1100,district
2009,200504,12675,district
2009,200505,11331,district
2009,200506,4564,district
2009,200507,5088,district
2009,200600,301450,province
2009,200601,164914,district
2009,200602,37430,district
2009,200603,18778,district
2009,200604,13486,district
2009,200605,27313,district
2009,200606,7890,district
2009,200607,25263,district
2009,200608,6376,district
2009,200700,133427,province
2009,200701,90769,district
2009,200702,7304,district
2009,200703,12652,district
2009,200704,1577,district
2009,200705,9815,district
2009,200706,11310,district
2009,200800,66687,province
2009,200801,35857,district
2009,200802,4133,district
2009,200803,6794,district
2009,200804,3571,district
2009,200805,13346,district
2009,200806,2986,district
2009,210000,1340684,region
2009,210100,240907,province
2009,210101,133218,district
2009,210102,29527,district
2009,210103,4439,district
2009,210104,5591,district
2009,210105,11755,district
2009,210106,7963,district
2009,210107,7776,district
2009,210108,7605,district
2009,210109,5613,district
2009,210110,5087,district
2009,210111,5729,district
2009,210112,8422,district
2009,210113,2894,district
2009,210114,2059,district
2009,210115,3229,district
2009,210200,141291,province
2009,210201,28822,district
2009,210202,4212,district
2009,210203,8526,district
2009,210204,17825,district
2009,210205,3893,district
2009,210206,14037,district
2009,210207,5420,district
2009,210208,7964,district
2009,210209,6778,district
2009,210210,14771,district
2009,210211,9629,district
2009,210212,6127,district
2009,210213,4231,district
2009,210214,5836,district
2009,210215,3220,district
2009,210300,80765,province
2009,210301,12388,district
2009,210302,2038,district
2009,210303,9927,district
2009,210304,13308,district
2009,210305,3818,district
2009,210306,8943,district
2009,210307,6383,district
2009,210308,5238,district
2009,210309,4187,district
2009,210310,14535,district
2009,210400,135461,province
2009,210401,24090,district
2009,210402,22979,district
2009,210403,17057,district
2009,210404,20037,district
2009,210405,12916,district
2009,210406,18049,district
2009,210407,20333,district
2009,210500,84597,province
2009,210501,56759,district
2009,210502,1969,district
2009,210503,14314,district
2009,210504,7113,district
2009,210505,4442,district
2009,210600,70697,province
2009,210601,21114,district
2009,210602,4473,district
2009,210603,4548,district
2009,210604,3633,district
2009,210605,6679,district
2009,210606,5701,district
2009,210607,15000,district
2009,210608,9549,district
2009,210700,50523,province
2009,210701,11530,district
2009,210702,5720,district
2009,210703,1544,district
2009,210704,2837,district
2009,210705,2840,district
2009,210706,3099,district
2009,210707,6123,district
2009,210708,6112,district
2009,210709,7928,district
2009,210710,2790,district
2009,210800,77673,province
2009,210801,23356,district
2009,210802,5053,district
2009,210803,2802,district
2009,210804,4207,district
2009,210805,8358,district
2009,210806,11464,district
2009,210807,10879,district
2009,210808,7253,district
2009,210809,4301,district
2009,210900,28175,province
2009,210901,17277,district
2009,210902,3484,district
2009,210903,4316,district
2009,210904,3098,district
2009,211000,55898,province
2009,211001,22692,district
2009,211002,23512,district
2009,211003,2695,district
2009,211004,5437,district
2009,211005,1562,district
2009,211100,259763,province
2009,211101,243710,district
2009,211102,4497,district
2009,211103,5393,district
2009,211104,6163,district
2009,211200,65991,province
2009,211201,11941,district
2009,211202,5384,district
2009,211203,3978,district
2009,211204,4339,district
2009,211205,5012,district
2009,211206,2339,district
2009,211207,10834,district
2009,211208,2427,district
2009,211209,8152,district
2009,211210,11585,district
2009,211300,48943,province
2009,211301,29025,district
2009,211302,2577,district
2009,211303,5522,district
2009,211304,1556,district
2009,211305,4950,district
2009,211306,1566,district
2009,211307,3747,district
2009,220000,771021,region
2009,220100,125026,province
2009,220101,70489,district
2009,220102,4208,district
2009,220103,1830,district
2009,220104,19540,district
2009,220105,25978,district
2009,220106,2981,district
2009,220200,52623,province
2009,220201,14463,district
2009,220202,6330,district
2009,220203,13600,district
2009,220204,2929,district
2009,220205,9160,district
2009,220206,6141,district
2009,220300,35927,province
2009,220301,13303,district
2009,220302,2586,district
2009,220303,10351,district
2009,220304,6889,district
2009,220305,2798,district
2009,220400,25279,province
2009,220401,12162,district
2009,220402,2825,district
2009,220403,3071,district
2009,220404,3691,district
2009,220405,2768,district
2009,220406,762,district
2009,220500,82395,province
2009,220501,13339,district
2009,220502,16113,district
2009,220503,5387,district
2009,220504,8019,district
2009,220505,4632,district
2009,220506,9850,district
2009,220507,2608,district
2009,220508,1534,district
2009,220509,2748,district
2009,220510,13087,district
2009,220511,5078,district
2009,220600,52158,province
2009,220601,27673,district
2009,220602,8163,district
2009,220603,6439,district
2009,220604,4445,district
2009,220605,5438,district
2009,220700,40143,province
2009,220701,8393,district
2009,220702,3270,district
2009,220703,1999,district
2009,220704,872,district
2009,220705,2840,district
2009,220706,1340,district
2009,220707,4707,district
2009,220708,8088,district
2009,220709,4224,district
2009,220710,4410,district
2009,220800,112424,province
2009,220801,23128,district
2009,220802,8428,district
2009,220803,10709,district
2009,220804,38640,district
2009,220805,18617,district
2009,220806,1484,district
2009,220807,3809,district
2009,220808,3310,district
2009,220809,4299,district
2009,220900,170688,province
2009,220901,71096,district
2009,220902,813,district
2009,220903,3136,district
2009,220904,8694,district
2009,220905,1907,district
2009,220906,2251,district
2009,220907,4251,district
2009,220908,3290,district
2009,220909,32278,district
2009,220910,25372,district
2009,220911,2501,district
2009,220912,1471,district
2009,220913,11942,district
2009,220914,1686,district
2009,221000,74358,province
2009,221001,27327,district
2009,221002,11670,district
2009,221003,11556,district
2009,221004,1161,district
2009,221005,22644,district
2009,230000,315534,region
2009,230100,288306,province
2009,230101,97635,district
2009,230102,38272,district
2009,230103,2901,district
2009,230104,36934,district
2009,230105,4962,district
2009,230106,2095,district
2009,230107,1631,district
2009,230108,18981,district
2009,230109,2568,district
2009,230110,82327,district
2009,230200,8763,province
2009,230201,3300,district
2009,230202,1415,district
2009,230203,1770,district
2009,230204,209,district
2009,230205,892,district
2009,230206,1177,district
2009,230300,10254,province
2009,230301,2393,district
2009,230302,4317,district
2009,230303,3544,district
2009,230400,8211,province
2009,230401,3744,district
2009,230402,614,district
2009,230403,616,district
2009,230404,485,district
2009,230405,622,district
2009,230406,878,district
2009,230407,450,district
2009,230408,802,district
2009,240000,218017,region
2009,240100,153984,province
2009,240101,103282,district
2009,240102,22620,district
2009,240103,8713,district
2009,240104,6783,district
2009,240105,8495,district
2009,240106,4091,district
2009,240200,18392,province
2009,240201,11200,district
2009,240202,2318,district
2009,240203,4874,district
2009,240300,45641,province
2009,240301,20210,district
2009,240302,18343,district
2009,240303,1811,district
