year,ubigeo,population,level
2008,150800,206056,province
2008,150801,57614,district
2008,150802,2913,district
2008,150803,6362,district
2008,150804,1568,district
2008,150805,27891,district
2008,150806,32648,district
2008,150807,2077,district
2008,150808,2182,district
2008,150809,1566,district
2008,150810,29118,district
2008,150811,22904,district
2008,150812,19213,district
2008,150900,21536,province
2008,150901,13360,district
2008,150902,1073,district
2008,150903,959,district
2008,150904,1559,district
2008,150905,1121,district
2008,150906,3464,district
2008,151000,28433,province
2008,151001,2690,district
2008,151002,1531,district
2008,151003,1851,district
2008,151004,772,district
2008,151005,617,district
2008,151006,630,district
2008,151007,346,district
2008,151008,1118,district
2008,151009,1121,district
2008,151010,314,district
2008,151011,1478,district
2008,151012,447,district
2008,151013,258,district
2008,151014,1058,district
2008,151015,682,district
2008,151016,981,district
2008,151017,493,district
2008,151018,992,district
2008,151019,809,district
2008,151020,865,district
2008,151021,470,district
2008,151022,671,district
2008,151023,474,district
2008,151024,1094,district
2008,151025,623,district
2008,151026,340,district
2008,151027,429,district
2008,151028,531,district
2008,151029,569,district
2008,151030,1118,district
2008,151031,684,district
2008,151032,1827,district
2008,151033,550,district
2008,160000,957992,region
2008,160100,528580,province
2008,160101,167768,district
2008,160102,2795,district
2008,160103,20407,district
2008,160104,12862,district
2008,160105,10924,district
2008,160106,13966,district
2008,160107,15923,district
2008,160108,82333,district
2008,160109,6043,district
2008,160110,5191,district
2008,160112,73597,district
2008,160113,112487,district
2008,160114,4284,district
2008,160200,112298,province
2008,160201,67908,district
2008,160202,15000,district
2008,160205,4543,district
2008,160206,14161,district
2008,160210,4372,district
2008,160211,6314,district
2008,160300,66737,province
2008,160301,30541,district
2008,160302,7742,district
2008,160303,7850,district
2008,160304,8194,district
2008,160305,12410,district
2008,160400,59659,province
2008,160401,20375,district
2008,160402,14753,district
2008,160403,11270,district
2008,160404,13261,district
2008,160500,70394,province
2008,160501,27911,district
2008,160502,2078,district
2008,160503,4223,district
2008,160504,7386,district
2008,160505,8423,district
2008,160506,5682,district
2008,160507,4849,district
2008,160508,658,district
2008,160509,1121,district
2008,160510,5473,district
2008,160511,2590,district
2008,160600,66578,province
2008,160601,24947,district
2008,160602,2318,district
2008,160603,6067,district
2008,160604,8032,district
2008,160605,16432,district
2008,160606,8782,district
2008,160700,53746,province
2008,160701,12749,district
2008,160702,7369,district
2008,160703,9691,district
2008,160704,7208,district
2008,160705,6532,district
2008,160706,10197,district
2008,170000,114791,region
2008,170100,82212,province
2008,170101,63135,district
2008,170102,8480,district
2008,170103,5669,district
2008,170104,4928,district
2008,170200,21227,province
2008,170201,2760,district
2008,170202,1318,district
2008,170203,9998,district
2008,170204,7151,district
2008,170300,11352,province
2008,170301,1346,district
2008,170302,7114,district
2008,170303,2892,district
2008,180000,167616,region
2008,180100,75588,province
2008,180101,51365,district
2008,180102,5036,district
2008,180103,2087,district
2008,180104,6689,district
2008,180105,3683,district
2008,180106,6728,district
2008,180200,25924,province
2008,180201,4059,district
2008,180202,2309,district
2008,180203,1329,district
2008,180204,4242,district
2008,180205,1845,district
2008,180206,1464,district
2008,180207,1076,district
2008,180208,3021,district
2008,180209,1074,district
2008,180210,3828,district
2008,180211,1677,district
2008,180300,66104,province
2008,180301,61420,district
2008,180302,261,district
2008,180303,4423,district
2008,190000,287913,region
2008,190100,154186,province
2008,190101,28247,district
2008,190102,4680,district
2008,190103,8146,district
2008,190104,10925,district
2008,190105,3855,district
2008,190106,4299,district
2008,190107,21712,district
2008,190108,11324,district
2008,190109,13786,district
2008,190110,8072,district
2008,190111,6138,district
2008,190112,2738,district
2008,190113,30264,district
2008,190200,49209,province
2008,190201,14429,district
2008,190202,4112,district
2008,190203,2659,district
2008,190204,2234,district
2008,190205,1746,district
2008,190206,18037,district
2008,190207,4088,district
2008,190208,1904,district
2008,190300,84518,province
2008,190301,14472,district
2008,190302,3278,district
2008,190303,6494,district
2008,190304,9159,district
2008,190305,8046,district
2008,190306,23936,district
2008,190307,19133,district
2008,200000,1740194,region
2008,200100,694120,province
2008,200101,271519,district
2008,200104,129002,district
2008,200105,68834,district
2008,200107,17576,district
2008,200108,4931,district
2008,200109,35878,district
2008,200110,37465,district
2008,200111,27690,district
2008,200114,101225,district
2008,200200,142717,province
2008,200201,39842,district
2008,200202,23798,district
2008,200203,3027,district
2008,200204,6877,district
2008,200205,7492,district
2008,200206,25496,district
2008,200207,9987,district
2008,200208,11553,district
2008,200209,2304,district
2008,200210,12341,district
2008,200300,128179,province
2008,200301,31032,district
2008,200302,9154,district
2008,200303,13160,district
2008,200304,40747,district
2008,200305,5220,district
2008,200306,9355,district
2008,200307,8662,district
2008,200308,10849,district
2008,200400,164062,province
2008,200401,78457,district
2008,200402,8938,district
2008,200403,9940,district
2008,200404,13258,district
2008,200405,14819,district
2008,200406,8760,district
2008,200407,7135,district
2008,200408,4398,district
2008,200409,8120,district
2008,200410,10237,district
2008,200500,113552,province
2008,200501,76387,district
2008,200502,2374,district
2008,200503,1116,district
2008,200504,12709,district
2008,200505,11266,district
2008,200506,4558,district
2008,200507,5142,district
2008,200600,298762,province
2008,200601,162950,district
2008,200602,37312,district
2008,200603,18578,district
2008,200604,13523,district
2008,200605,27052,district
2008,200606,7769,district
2008,200607,25251,district
2008,200608,6327,district
2008,200700,133521,province
2008,200701,90880,district
2008,200702,7343,district
2008,200703,12792,district
2008,200704,1566,district
2008,200705,9880,district
2008,200706,11060,district
2008,200800,65281,province
2008,200801,34764,district
2008,200802,4103,district
2008,200803,6714,district
2008,200804,3521,district
2008,200805,13216,district
2008,200806,2963,district
2008,210000,1329272,region
2008,210100,239678,province
2008,210101,131856,district
2008,210102,29738,district
2008,210103,4436,district
2008,210104,5576,district
2008,210105,11821,district
2008,210106,8129,district
2008,210107,7729,district
2008,210108,7219,district
2008,210109,5652,district
2008,210110,5076,district
2008,210111,5796,district
2008,210112,8536,district
2008,210113,2765,district
2008,210114,2106,district
2008,210115,3243,district
2008,210200,142038,province
2008,210201,28921,district
2008,210202,4167,district
2008,210203,8711,district
2008,210204,17890,district
2008,210205,3949,district
2008,210206,14205,district
2008,210207,5412,district
2008,210208,7926,district
2008,210209,6831,district
2008,210210,14856,district
2008,210211,9569,district
2008,210212,6190,district
2008,210213,4214,district
2008,210214,5953,district
2008,210215,3244,district
2008,210300,78546,province
2008,210301,12277,district
2008,210302,2027,district
2008,210303,9599,district
2008,210304,12891,district
2008,210305,3793,district
2008,210306,8878,district
2008,210307,6374,district
2008,210308,5173,district
2008,210309,4190,district
2008,210310,13344,district
2008,210400,133135,province
2008,210401,24478,district
2008,210402,21702,district
2008,210403,16143,district
2008,210404,19192,district
2008,210405,12768,district
2008,210406,18340,district
2008,210407,20512,district
2008,210500,84514,province
2008,210501,56552,district
2008,210502,1933,district
2008,210503,14568,district
2008,210504,7011,district
2008,210505,4450,district
2008,210600,71718,province
2008,210601,21618,district
2008,210602,4511,district
2008,210603,4418,district
2008,210604,3694,district
2008,210605,6744,district
2008,210606,5802,district
2008,210607,15160,district
2008,210608,9771,district
2008,210700,50358,province
2008,210701,11695,district
2008,210702,5773,district
2008,210703,1551,district
2008,210704,2858,district
2008,210705,2797,district
2008,210706,3132,district
2008,210707,5736,district
2008,210708,6232,district
2008,210709,7981,district
2008,210710,2603,district
2008,210800,77785,province
2008,210801,23511,district
2008,210802,5145,district
2008,210803,2729,district
2008,210804,4126,district
2008,210805,8327,district
2008,210806,11537,district
2008,210807,10889,district
2008,210808,7235,district
2008,210809,4286,district
2008,210900,28650,province
2008,210901,17556,district
2008,210902,3590,district
2008,210903,4325,district
2008,210904,3179,district
2008,211000,53930,province
2008,211001,22079,district
2008,211002,22267,district
2008,211003,2656,district
2008,211004,5383,district
2008,211005,1545,district
2008,211100,254459,province
2008,211101,238271,district
2008,211102,4543,district
2008,211103,5395,district
2008,211104,6250,district
2008,211200,65258,province
2008,211201,11889,district
2008,211202,5499,district
2008,211203,3927,district
2008,211204,4401,district
2008,211205,5036,district
2008,211206,2331,district
2008,211207,10480,district
2008,211208,2452,district
2008,211209,7976,district
2008,211210,11267,district
2008,211300,49203,province
2008,211301,29336,district
2008,211302,2465,district
2008,211303,5606,district
2008,211304,1620,district
2008,211305,4883,district
2008,211306,1561,district
2008,211307,3732,district
2008,220000,758974,region
2008,220100,121314,province
2008,220101,68382,district
2008,220102,4183,district
2008,220103,1800,district
2008,220104,19238,district
2008,220105,24797,district
2008,220106,2914,district
2008,220200,51549,province
2008,220201,14585,district
2008,220202,6200,district
2008,220203,12731,district
2008,220204,2906,district
2008,220205,9181,district
2008,220206,5946,district
2008,220300,35180,province
2008,220301,13493,district
2008,220302,2614,district
2008,220303,9911,district
2008,220304,6426,district
2008,220305,2736,district
2008,220400,25228,province
2008,220401,12268,district
2008,220402,2767,district
2008,220403,2961,district
2008,220404,3662,district
2008,220405,2794,district
2008,220406,776,district
2008,220500,81841,province
2008,220501,13462,district
2008,220502,15640,district
2008,220503,5426,district
2008,220504,8031,district
2008,220505,4614,district
2008,220506,9698,district
2008,220507,2623,district
2008,220508,1545,district
2008,220509,2638,district
2008,220510,13047,district
2008,220511,5117,district
2008,220600,52330,province
2008,220601,27836,district
2008,220602,8237,district
2008,220603,6428,district
2008,220604,4482,district
2008,220605,5347,district
2008,220700,39389,province
2008,220701,8401,district
