ubigeo,year,population,level
100200,1998,65459,province
100200,1999,66764,province
100200,2000,68021,province
100201,1996,15565,district
100201,1997,15979,district
100201,1998,16398,district
100201,1999,16801,district
100201,2000,17172,district
100202,1996,4730,district
100202,1997,4779,district
100202,1998,4828,district
100202,1999,4884,district
100202,2000,4950,district
100203,1996,3535,district
100203,1997,3548,district
100203,1998,3561,district
100203,1999,3578,district
100203,2000,3600,district
100204,1996,5245,district
100204,1997,5377,district
100204,1998,5510,district
100204,1999,5645,district
100204,2000,5781,district
100205,1996,10135,district
100205,1997,10270,district
100205,1998,10413,district
100205,1999,10558,district
100205,2000,10697,district
100206,1996,3642,district
100206,1997,3687,district
100206,1998,3737,district
100206,1999,3790,district
100206,2000,3843,district
100207,1996,12603,district
100207,1997,12831,district
100207,1998,13080,district
100207,1999,13332,district
100207,2000,13571,district
100208,1996,7358,district
100208,1997,7663,district
100208,1998,7932,district
100208,1999,8176,district
100208,2000,8407,district
100300,1996,43651,province
100300,1997,44227,province
100300,1998,44826,province
100300,1999,45429,province
100300,2000,46014,province
100301,1996,6133,district
100301,1997,6209,district
100301,1998,6289,district
100301,1999,6373,district
100301,2000,6454,district
100307,1996,4512,district
100307,1997,4594,district
100307,1998,4681,district
100307,1999,4769,district
100307,2000,4853,district
100311,1996,5929,district
100311,1997,6056,district
100311,1998,6180,district
100311,1999,6298,district
100311,2000,6405,district
100313,1996,9220,district
100313,1997,9287,district
100313,1998,9355,district
100313,1999,9422,district
100313,2000,9490,district
100316,1996,1122,district
100316,1997,1132,district
100316,1998,1145,district
100316,1999,1160,district
100316,2000,1173,district
100317,1996,5917,district
100317,1997,6027,district
100317,1998,6145,district
100317,1999,6263,district
100317,2000,6376,district
100321,1996,2987,district
100321,1997,3045,district
100321,1998,3106,district
100321,1999,3167,district
100321,2000,3227,district
100322,1996,4112,district
100322,1997,4155,district
100322,1998,4199,district
100322,1999,4244,district
100322,2000,4291,district
100323,1996,3719,district
100323,1997,3722,district
100323,1998,3726,district
100323,1999,3733,district
100323,2000,3745,district
100400,1996,19251,province
100400,1997,19535,province
100400,1998,19826,province
100400,1999,20118,province
100400,2000,20406,province
100401,1996,6647,district
100401,1997,6744,district
100401,1998,6848,district
100401,1999,6954,district
100401,2000,7055,district
100402,1996,3143,district
100402,1997,3257,district
100402,1998,3369,district
100402,1999,3471,district
100402,2000,3560,district
100403,1996,2048,district
100403,1997,2077,district
100403,1998,2107,district
100403,1999,2138,district
100403,2000,2171,district
100404,1996,7413,district
100404,1997,7457,district
100404,1998,7502,district
100404,1999,7555,district
100404,2000,7620,district
100500,1996,62420,province
100500,1997,63241,province
100500,1998,64119,province
100500,1999,65047,province
100500,2000,66020,province
100501,1996,15498,district
100501,1997,15817,district
100501,1998,16154,district
100501,1999,16489,district
100501,2000,16799,district
100502,1996,2443,district
100502,1997,2409,district
100502,1998,2377,district
100502,1999,2354,district
100502,2000,2346,district
100503,1996,5735,district
100503,1997,5821,district
100503,1998,5908,district
100503,1999,5996,district
100503,2000,6088,district
100504,1996,7793,district
100504,1997,7942,district
100504,1998,8101,district
100504,1999,8258,district
100504,2000,8399,district
100505,1996,2337,district
100505,1997,2397,district
100505,1998,2458,district
100505,1999,2518,district
100505,2000,2578,district
100506,1996,3949,district
100506,1997,4026,district
100506,1998,4106,district
100506,1999,4191,district
100506,2000,4287,district
100507,1996,7478,district
100507,1997,7372,district
100507,1998,7285,district
100507,1999,7230,district
100507,2000,7218,district
100508,1996,2460,district
100508,1997,2491,district
100508,1998,2524,district
100508,1999,2561,district
100508,2000,2607,district
100509,1996,5979,district
100509,1997,6106,district
100509,1998,6234,district
100509,1999,6361,district
100509,2000,6488,district
100510,1996,5757,district
100510,1997,5864,district
100510,1998,5972,district
100510,1999,6083,district
100510,2000,6198,district
100511,1996,2991,district
100511,1997,2996,district
100511,1998,3000,district
100511,1999,3006,district
100511,2000,3012,district
100600,1996,106122,province
100600,1997,107242,province
100600,1998,108370,province
100600,1999,109552,province
100600,2000,110834,province
100601,1996,53411,district
100601,1997,54380,district
100601,1998,55329,district
100601,1999,56253,district
100601,2000,57142,district
100602,1996,5447,district
100602,1997,5450,district
100602,1998,5455,district
100602,1999,5470,district
100602,2000,5499,district
100603,1996,3808,district
100603,1997,3871,district
100603,1998,3940,district
100603,1999,4015,district
100603,2000,4097,district
100604,1996,26257,district
100604,1997,26267,district
100604,1998,26290,district
100604,1999,26363,district
100604,2000,26523,district
100605,1996,7101,district
100605,1997,7158,district
100605,1998,7216,district
100605,1999,7273,district
100605,2000,7331,district
100606,1996,10098,district
100606,1997,10116,district
100606,1998,10140,district
100606,1999,10178,district
100606,2000,10242,district
100700,1996,22364,province
100700,1997,22689,province
100700,1998,23040,province
100700,1999,23404,province
100700,2000,23767,province
100701,1996,15685,district
100701,1997,15959,district
100701,1998,16234,district
100701,1999,16508,district
100701,2000,16774,district
100702,1996,4049,district
100702,1997,4089,district
100702,1998,4152,district
100702,1999,4224,district
100702,2000,4292,district
100703,1996,2630,district
100703,1997,2641,district
100703,1998,2654,district
100703,1999,2672,district
100703,2000,2701,district
100800,1996,53203,province
100800,1997,54475,province
100800,1998,55705,province
100800,1999,56909,province
100800,2000,58098,province
100801,1996,15998,district
100801,1997,16288,district
100801,1998,16583,district
100801,1999,16884,district
100801,2000,17189,district
100802,1996,12809,district
100802,1997,13268,district
100802,1998,13703,district
100802,1999,14112,district
100802,2000,14494,district
100803,1996,10353,district
100803,1997,10560,district
100803,1998,10756,district
100803,1999,10951,district
100803,2000,11152,district
100804,1996,14043,district
100804,1997,14359,district
100804,1998,14663,district
100804,1999,14962,district
100804,2000,15263,district
100900,1996,40711,province
100900,1997,42134,province
100900,1998,43399,province
100900,1999,44545,province
100900,2000,45614,province
100901,1996,13774,district
100901,1997,14199,district
100901,1998,14548,district
100901,1999,14851,district
100901,2000,15141,district
100902,1996,6407,district
100902,1997,6597,district
100902,1998,6776,district
100902,1999,6944,district
100902,2000,7099,district
100903,1996,5899,district
100903,1997,6097,district
100903,1998,6275,district
100903,1999,6447,district
100903,2000,6624,district
100904,1996,7337,district
100904,1997,7533,district
100904,1998,7717,district
100904,1999,7887,district
100904,2000,8044,district
100905,1996,7294,district
100905,1997,7708,district
100905,1998,8083,district
100905,1999,8416,district
100905,2000,8706,district
101000,1996,34364,province
101000,1997,34859,province
101000,1998,35379,province
101000,1999,35903,province
101000,2000,36411,province
101001,1996,7944,district
101001,1997,8234,district
101001,1998,8536,district
101001,1999,8828,district
101001,2000,9081,district
101002,1996,3361,district
101002,1997,3440,district
101002,1998,3522,district
101002,1999,3604,district
101002,2000,3680,district
101003,1996,2195,district
101003,1997,2225,district
101003,1998,2258,district
101003,1999,2293,district
101003,2000,2329,district
101004,1996,636,district
101004,1997,643,district
101004,1998,651,district
101004,1999,658,district
101004,2000,666,district
101005,1996,7730,district
101005,1997,7749,district
101005,1998,7768,district
101005,1999,7792,district
101005,2000,7824,district
101006,1996,3301,district
101006,1997,3353,district
101006,1998,3407,district
101006,1999,3461,district
101006,2000,3516,district
101007,1996,9197,district
101007,1997,9215,district
101007,1998,9237,district
101007,1999,9267,district
101007,2000,9315,district
101100,1996,36569,province
101100,1997,37041,province
101100,1998,37521,province
101100,1999,38006,province
101100,2000,38492,province
101101,1996,4071,district
101101,1997,4134,district
101101,1998,4200,district
101101,1999,4268,district
101101,2000,4338,district
101102,1996,1986,district
101102,1997,1998,district
101102,1998,2013,district
101102,1999,2028,district
101102,2000,2044,district
101103,1996,2324,district
101103,1997,2362,district
101103,1998,2399,district
101103,1999,2437,district
101103,2000,2475,district
101104,1996,6747,district
101104,1997,6827,district
101104,1998,6908,district
101104,1999,6991,district
101104,2000,7076,district
101105,1996,2637,district
101105,1997,2678,district
101105,1998,2718,district
101105,1999,2757,district
101105,2000,2794,district
101106,1996,7925,district
101106,1997,8048,district
101106,1998,8171,district
101106,1999,8294,district
101106,2000,8415,district
101107,1996,2667,district
101107,1997,2703,district
101107,1998,2741,district
101107,1999,2780,district
101107,2000,2819,district
101108,1996,8212,district
101108,1997,8291,district
101108,1998,8371,district
101108,1999,8451,district
101108,2000,8531,district
110000,1996,621137,region
110000,1997,632146,region
110000,1998,643141,region
110000,1999,654144,region
110000,2000,665180,region
110100,1996,271755,province
110100,1997,277199,province
110100,1998,282587,province
110100,1999,287935,province
110100,2000,293266,province
110101,1996,116027,district
110101,1997,117667,district
110101,1998,119273,district
110101,1999,120864,district
110101,2000,122453,district
110102,1996,26455,district
110102,1997,27421,district
110102,1998,28364,district
110102,1999,29305,district
110102,2000,30264,district
110103,1996,12370,district
110103,1997,12606,district
110103,1998,12839,district
110103,1999,13070,district
110103,2000,13299,district
110104,1996,3527,district
110104,1997,3561,district
110104,1998,3595,district
110104,1999,3630,district
110104,2000,3665,district
110105,1996,5018,district
110105,1997,5123,district
110105,1998,5230,district
110105,1999,5338,district
110105,2000,5449,district
110106,1996,45518,district
110106,1997,46709,district
110106,1998,47900,district
110106,1999,49090,district
110106,2000,50278,district
110107,1996,4747,district
110107,1997,4811,district
110107,1998,4880,district
110107,1999,4953,district
110107,2000,5028,district
110108,1996,10827,district
110108,1997,10918,district
110108,1998,11013,district
110108,1999,11114,district
110108,2000,11223,district
110109,1996,5862,district
110109,1997,5915,district
110109,1998,5966,district
110109,1999,6015,district
110109,2000,6066,district
110110,1996,9828,district
110110,1997,10146,district
110110,1998,10461,district
110110,1999,10760,district
110110,2000,11029,district
110111,1996,16206,district
110111,1997,16421,district
110111,1998,16642,district
110111,1999,16866,district
110111,2000,17094,district
110112,1996,10537,district
110112,1997,10967,district
110112,1998,11385,district
110112,1999,11785,district
110112,2000,12164,district
110113,1996,3512,district
110113,1997,3603,district
110113,1998,3697,district
110113,1999,3793,district
110113,2000,3892,district
110114,1996,1321,district
110114,1997,1331,district
110114,1998,1342,district
110114,1999,1352,district
110114,2000,1362,district
110200,1996,161934,province
110200,1997,164365,province
110200,1998,166796,province
110200,1999,169240,province
110200,2000,171709,province
110201,1996,52642,district
110201,1997,53328,district
110201,1998,54064,district
110201,1999,54840,district
110201,2000,55641,district
110202,1996,4620,district
110202,1997,4689,district
110202,1998,4759,district
110202,1999,4829,district
110202,2000,4902,district
110203,1996,715,district
110203,1997,724,district
110203,1998,733,district
110203,1999,742,district
110203,2000,751,district
110204,1996,12109,district
110204,1997,12259,district
110204,1998,12408,district
110204,1999,12555,district
110204,2000,12703,district
110205,1996,9217,district
110205,1997,9242,district
110205,1998,9269,district
110205,1999,9305,district
110205,2000,9357,district
110206,1996,15697,district
110206,1997,15891,district
110206,1998,16082,district
110206,1999,16271,district
110206,2000,16460,district
110207,1996,41354,district
110207,1997,42345,district
110207,1998,43289,district
110207,1999,44199,district
110207,2000,45085,district
110208,1996,958,district
110208,1997,967,district
110208,1998,978,district
110208,1999,990,district
110208,2000,1002,district
110209,1996,1419,district
110209,1997,1432,district
110209,1998,1446,district
110209,1999,1461,district
110209,2000,1476,district
110210,1996,18956,district
110210,1997,19192,district
110210,1998,19417,district
110210,1999,19637,district
110210,2000,19859,district
110211,1996,4247,district
110211,1997,4296,district
110211,1998,4351,district
110211,1999,4411,district
110211,2000,4473,district
110300,1996,57892,province
110300,1997,58528,province
110300,1998,59187,province
110300,1999,59871,province
110300,2000,60580,province
110301,1996,26064,district
110301,1997,26343,district
110301,1998,26649,district
110301,1999,26976,district
110301,2000,27330,district
110302,1996,3185,district
110302,1997,3232,district
110302,1998,3278,district
110302,1999,3325,district
110302,2000,3372,district
110303,1996,3619,district
110303,1997,3664,district
110303,1998,3708,district
110303,1999,3753,district
110303,2000,3797,district
110304,1996,13254,district
110304,1997,13301,district
110304,1998,13347,district
110304,1999,13394,district
110304,2000,13440,district
110305,1996,11770,district
110305,1997,11988,district
110305,1998,12205,district
110305,1999,12423,district
110305,2000,12641,district
110400,1996,14929,province
110400,1997,15372,province
110400,1998,15848,province
110400,1999,16350,province
110400,2000,16872,province
110401,1996,7812,district
110401,1997,8006,district
110401,1998,8210,district
110401,1999,8419,district
110401,2000,8633,district
110402,1996,1621,district
110402,1997,1688,district
110402,1998,1756,district
110402,1999,1827,district
110402,2000,1899,district
110403,1996,3553,district
110403,1997,3675,district
110403,1998,3813,district
110403,1999,3964,district
110403,2000,4124,district
110404,1996,1273,district
110404,1997,1311,district
110404,1998,1352,district
110404,1999,1395,district
110404,2000,1439,district
110405,1996,670,district
110405,1997,692,district
110405,1998,717,district
110405,1999,745,district
110405,2000,777,district
110500,1996,114627,province
110500,1997,116682,province
110500,1998,118723,province
110500,1999,120748,province
110500,2000,122753,province
110501,1996,56609,district
110501,1997,57440,district
110501,1998,58245,district
110501,1999,59036,district
110501,2000,59811,district
110502,1996,2212,district
110502,1997,2244,district
110502,1998,2277,district
110502,1999,2310,district
110502,2000,2344,district
110503,1996,4625,district
110503,1997,4636,district
110503,1998,4648,district
110503,1999,4668,district
110503,2000,4701,district
110504,1996,9317,district
110504,1997,9446,district
110504,1998,9578,district
110504,1999,9713,district
110504,2000,9853,district
110505,1996,1214,district
110505,1997,1223,district
110505,1998,1233,district
110505,1999,1242,district
110505,2000,1251,district
110506,1996,14116,district
110506,1997,14495,district
110506,1998,14874,district
110506,1999,15248,district
110506,2000,15612,district
110507,1996,15786,district
110507,1997,16166,district
110507,1998,16553,district
110507,1999,16940,district
110507,2000,17324,district
110508,1996,10748,district
110508,1997,11032,district
110508,1998,11315,district
110508,1999,11591,district
110508,2000,11857,district
120000,1996,1156059,region
120000,1997,1171698,region
120000,1998,1187279,region
120000,1999,1202663,region
120000,2000,1217708,region
120100,1996,436619,province
120100,1997,444332,province
120100,1998,451988,province
120100,1999,459446,province
120100,2000,466566,province
120101,1996,107233,district
120101,1997,108140,district
120101,1998,109336,district
120101,1999,110766,district
120101,2000,112375,district
120104,1996,331,district
120104,1997,336,district
120104,1998,341,district
120104,1999,346,district
120104,2000,351,district
120105,1996,2060,district
120105,1997,2072,district
120105,1998,2083,district
120105,1999,2095,district
120105,2000,2107,district
120106,1996,2061,district
120106,1997,2080,district
120106,1998,2098,district
120106,1999,2117,district
120106,2000,2136,district
120107,1996,68647,district
120107,1997,70262,district
120107,1998,71804,district
120107,1999,73188,district
120107,2000,74331,district
120108,1996,2300,district
120108,1997,2310,district
120108,1998,2321,district
120108,1999,2331,district
120108,2000,2341,district
120111,1996,2590,district
120111,1997,2616,district
120111,1998,2641,district
120111,1999,2666,district
120111,2000,2692,district
120112,1996,2002,district
120112,1997,2030,district
120112,1998,2057,district
120112,1999,2085,district
120112,2000,2112,district
120113,1996,3234,district
120113,1997,3259,district
120113,1998,3285,district
120113,1999,3310,district
120113,2000,3336,district
120114,1996,133181,district
120114,1997,136723,district
120114,1998,140120,district
120114,1999,143334,district
120114,2000,146322,district
120116,1996,1672,district
120116,1997,1690,district
120116,1998,1713,district
120116,1999,1736,district
120116,2000,1756,district
120117,1996,3028,district
120117,1997,3059,district
120117,1998,3094,district
120117,1999,3128,district
120117,2000,3161,district
120119,1996,8887,district
120119,1997,9045,district
120119,1998,9174,district
120119,1999,9278,district
120119,2000,9365,district
120120,1996,1232,district
120120,1997,1261,district
120120,1998,1289,district
120120,1999,1318,district
120120,2000,1346,district
120121,1996,8434,district
120121,1997,8525,district
120121,1998,8608,district
120121,1999,8690,district
120121,2000,8779,district
120122,1996,2998,district
120122,1997,3021,district
120122,1998,3046,district
120122,1999,3072,district
120122,2000,3102,district
120124,1996,9731,district
120124,1997,9804,district
120124,1998,9886,district
120124,1999,9975,district
120124,2000,10067,district
120125,1996,9626,district
120125,1997,9778,district
120125,1998,9907,district
120125,1999,10020,district
120125,2000,10125,district
120126,1996,7162,district
120126,1997,7223,district
120126,1998,7276,district
120126,1999,7325,district
120126,2000,7375,district
120127,1996,2362,district
120127,1997,2383,district
120127,1998,2403,district
120127,1999,2427,district
120127,2000,2458,district
120128,1996,3758,district
120128,1997,3766,district
120128,1998,3774,district
120128,1999,3786,district
120128,2000,3804,district
120129,1996,8627,district
120129,1997,8777,district
120129,1998,8920,district
120129,1999,9057,district
120129,2000,9189,district
120130,1996,9033,district
120130,1997,9116,district
120130,1998,9194,district
120130,1999,9275,district
120130,2000,9365,district
120132,1996,3941,district
120132,1997,4002,district
120132,1998,4058,district
120132,1999,4109,district
120132,2000,4156,district
120133,1996,14774,district
120133,1997,15038,district
120133,1998,15265,district
120133,1999,15459,district
120133,2000,15627,district
120134,1996,6140,district
120134,1997,6215,district
120134,1998,6289,district
120134,1999,6364,district
120134,2000,6438,district
120135,1996,9324,district
120135,1997,9507,district
120135,1998,9674,district
120135,1999,9822,district
120135,2000,9950,district
120136,1996,2251,district
120136,1997,2294,district
120136,1998,2332,district
120136,1999,2367,district
120136,2000,2400,district
120200,1996,68924,province
120200,1997,69219,province
120200,1998,69515,province
120200,1999,69810,province
120200,2000,70105,province
120201,1996,14014,district
120201,1997,14224,district
120201,1998,14440,district
120201,1999,14650,district
120201,2000,14863,district
120202,1996,2524,district
120202,1997,2494,district
120202,1998,2465,district
120202,1999,2435,district
120202,2000,2406,district
120203,1996,6900,district
120203,1997,6857,district
120203,1998,6815,district
120203,1999,6772,district
120203,2000,6729,district
120204,1996,3088,district
120204,1997,3067,district
120204,1998,3045,district
120204,1999,3024,district
120204,2000,3002,district
120205,1996,3285,district
120205,1997,3310,district
120205,1998,3334,district
120205,1999,3359,district
120205,2000,3383,district
120206,1996,10722,district
120206,1997,10758,district
120206,1998,10793,district
120206,1999,10829,district
120206,2000,10864,district
120207,1996,1930,district
120207,1997,1943,district
120207,1998,1956,district
120207,1999,1969,district
120207,2000,1982,district
120208,1996,1867,district
120208,1997,1878,district
120208,1998,1889,district
120208,1999,1900,district
120208,2000,1911,district
120209,1996,1454,district
120209,1997,1444,district
120209,1998,1435,district
120209,1999,1425,district
120209,2000,1415,district
120210,1996,5331,district
120210,1997,5352,district
120210,1998,5372,district
120210,1999,5393,district
120210,2000,5414,district
120211,1996,1709,district
120211,1997,1717,district
120211,1998,1725,district
120211,1999,1733,district
120211,2000,1741,district
120212,1996,2504,district
120212,1997,2542,district
120212,1998,2579,district
120212,1999,2617,district
120212,2000,2654,district
120213,1996,4282,district
120213,1997,4294,district
120213,1998,4305,district
120213,1999,4317,district
120213,2000,4329,district
120214,1996,6958,district
120214,1997,6968,district
120214,1998,6977,district
120214,1999,6987,district
120214,2000,6997,district
120215,1996,2356,district
120215,1997,2371,district
120215,1998,2385,district
120215,1999,2400,district
120215,2000,2415,district
120300,1996,129679,province
120300,1997,131737,province
120300,1998,133795,province
120300,1999,135853,province
120300,2000,137911,province
120301,1996,27857,district
120301,1997,28330,district
120301,1998,28802,district
120301,1999,29275,district
120301,2000,29748,district
120302,1996,34315,district
120302,1997,34620,district
120302,1998,34924,district
120302,1999,35229,district
120302,2000,35533,district
120303,1996,30970,district
120303,1997,31762,district
120303,1998,32553,district
120303,1999,33345,district
120303,2000,34136,district
120304,1996,5927,district
120304,1997,5822,district
120304,1998,5718,district
120304,1999,5613,district
120304,2000,5509,district
120305,1996,25176,district
120305,1997,25768,district
120305,1998,26361,district
120305,1999,26953,district
120305,2000,27545,district
120306,1996,5434,district
120306,1997,5435,district
120306,1998,5437,district
120306,1999,5438,district
120306,2000,5440,district
120400,1996,111749,province
120400,1997,111969,province
120400,1998,112188,province
120400,1999,112408,province
120400,2000,112627,province
120401,1996,21073,district
120401,1997,21244,district
120401,1998,21416,district
120401,1999,21587,district
120401,2000,21755,district
120402,1996,10680,district
120402,1997,10690,district
120402,1998,10700,district
120402,1999,10710,district
120402,2000,10720,district
120403,1996,7017,district
120403,1997,7111,district
120403,1998,7205,district
120403,1999,7299,district
120403,2000,7393,district
120404,1996,1551,district
120404,1997,1559,district
120404,1998,1568,district
120404,1999,1576,district
120404,2000,1584,district
120405,1996,1960,district
120405,1997,1951,district
120405,1998,1941,district
120405,1999,1932,district
120405,2000,1922,district
120406,1996,1999,district
120406,1997,2003,district
120406,1998,2008,district
120406,1999,2012,district
120406,2000,2017,district
120407,1996,2714,district
120407,1997,2709,district
120407,1998,2703,district
120407,1999,2698,district
120407,2000,2693,district
120408,1996,2321,district
120408,1997,2330,district
120408,1998,2338,district
120408,1999,2347,district
120408,2000,2355,district
120409,1996,1507,district
120409,1997,1516,district
120409,1998,1524,district
120409,1999,1533,district
120409,2000,1542,district
120410,1996,2296,district
120410,1997,2290,district
120410,1998,2283,district
120410,1999,2277,district
120410,2000,2271,district
120411,1996,1343,district
120411,1997,1332,district
120411,1998,1321,district
120411,1999,1310,district
120411,2000,1299,district
120412,1996,1166,district
120412,1997,1152,district
120412,1998,1137,district
120412,1999,1123,district
120412,2000,1109,district
120413,1996,1968,district
120413,1997,1959,district
120413,1998,1951,district
120413,1999,1942,district
120413,2000,1933,district
120414,1996,1978,district
120414,1997,1959,district
120414,1998,1939,district
120414,1999,1920,district
120414,2000,1901,district
120415,1996,2838,district
120415,1997,2815,district
120415,1998,2792,district
120415,1999,2769,district
120415,2000,2746,district
120416,1996,2431,district
120416,1997,2404,district
120416,1998,2377,district
120416,1999,2350,district
120416,2000,2323,district
120417,1996,1286,district
120417,1997,1294,district
120417,1998,1303,district
120417,1999,1311,district
120417,2000,1320,district
120418,1996,2420,district
120418,1997,2422,district
120418,1998,2425,district
120418,1999,2427,district
120418,2000,2429,district
120419,1996,2018,district
120419,1997,2020,district
120419,1998,2023,district
120419,1999,2025,district
120419,2000,2028,district
120420,1996,1215,district
120420,1997,1202,district
120420,1998,1188,district
120420,1999,1175,district
120420,2000,1162,district
120421,1996,2668,district
120421,1997,2635,district
120421,1998,2601,district
120421,1999,2568,district
120421,2000,2535,district
120422,1996,1743,district
120422,1997,1731,district
120422,1998,1718,district
120422,1999,1706,district
120422,2000,1693,district
120423,1996,2857,district
120423,1997,2887,district
120423,1998,2918,district
120423,1999,2948,district
120423,2000,2978,district
120424,1996,1597,district
120424,1997,1588,district
120424,1998,1580,district
120424,1999,1571,district
120424,2000,1563,district
120425,1996,2137,district
120425,1997,2117,district
120425,1998,2098,district
120425,1999,2078,district
120425,2000,2059,district
120426,1996,2545,district
120426,1997,2569,district
120426,1998,2592,district
120426,1999,2616,district
120426,2000,2640,district
120427,1996,2716,district
120427,1997,2676,district
120427,1998,2636,district
120427,1999,2596,district
120427,2000,2556,district
120428,1996,2036,district
120428,1997,2060,district
120428,1998,2085,district
120428,1999,2109,district
120428,2000,2133,district
120429,1996,1197,district
120429,1997,1188,district
120429,1998,1180,district
120429,1999,1171,district
120429,2000,1162,district
120430,1996,2672,district
120430,1997,2717,district
120430,1998,2762,district
120430,1999,2807,district
120430,2000,2852,district
120431,1996,3712,district
120431,1997,3682,district
120431,1998,3651,district
120431,1999,3621,district
120431,2000,3591,district
120432,1996,1820,district
120432,1997,1801,district
120432,1998,1781,district
120432,1999,1762,district
120432,2000,1743,district
120433,1996,2356,district
120433,1997,2361,district
120433,1998,2366,district
120433,1999,2371,district
120433,2000,2376,district
120434,1996,9912,district
120434,1997,9995,district
120434,1998,10078,district
120434,1999,10161,district
120434,2000,10244,district
120500,1996,44068,province
120500,1997,44831,province
120500,1998,45594,province
120500,1999,46357,province
120500,2000,47120,province
120501,1996,19125,district
120501,1997,19544,district
120501,1998,19964,district
120501,1999,20383,district
120501,2000,20802,district
120502,1996,10130,district
120502,1997,10297,district
120502,1998,10464,district
120502,1999,10631,district
120502,2000,10798,district
120503,1996,4676,district
120503,1997,4816,district
120503,1998,4956,district
120503,1999,5096,district
120503,2000,5236,district
120504,1996,10137,district
120504,1997,10174,district
120504,1998,10210,district
120504,1999,10247,district
120504,2000,10284,district
120600,1996,123743,province
120600,1997,127167,province
120600,1998,130590,province
120600,1999,134014,province
120600,2000,137438,province
120601,1996,26536,district
120601,1997,27004,district
120601,1998,27474,district
120601,1999,27942,district
120601,2000,28410,district
120602,1996,4032,district
120602,1997,4105,district
120602,1998,4177,district
120602,1999,4250,district
120602,2000,4323,district
120603,1996,3522,district
120603,1997,3599,district
120603,1998,3675,district
120603,1999,3752,district
120603,2000,3829,district
120604,1996,16229,district
120604,1997,16842,district
120604,1998,17456,district
120604,1999,18069,district
120604,2000,18682,district
120605,1996,4122,district
120605,1997,4250,district
120605,1998,4377,district
120605,1999,4505,district
120605,2000,4632,district
120606,1996,26140,district
120606,1997,26553,district
120606,1998,26965,district
120606,1999,27378,district
120606,2000,27791,district
120607,1996,26589,district
120607,1997,27854,district
120607,1998,29120,district
120607,1999,30385,district
120607,2000,31651,district
120608,1996,16573,district
120608,1997,16960,district
120608,1998,17346,district
120608,1999,17733,district
120608,2000,18120,district
120700,1996,123485,province
120700,1997,124218,province
120700,1998,124952,province
120700,1999,125685,province
120700,2000,126418,province
120701,1996,58678,district
120701,1997,59005,district
120701,1998,59335,district
120701,1999,59662,district
120701,2000,59991,district
120702,1996,13636,district
120702,1997,13707,district
120702,1998,13778,district
120702,1999,13849,district
120702,2000,13920,district
120703,1996,2943,district
120703,1997,2991,district
120703,1998,3038,district
120703,1999,3086,district
120703,2000,3134,district
120704,1996,16089,district
120704,1997,16291,district
120704,1998,16492,district
120704,1999,16694,district
120704,2000,16895,district
120705,1996,5377,district
120705,1997,5385,district
120705,1998,5394,district
120705,1999,5402,district
120705,2000,5411,district
120706,1996,8280,district
120706,1997,8346,district
120706,1998,8413,district
120706,1999,8479,district
120706,2000,8545,district
120707,1996,6688,district
120707,1997,6586,district
120707,1998,6484,district
120707,1999,6382,district
120707,2000,6280,district
120708,1996,5851,district
120708,1997,5919,district
120708,1998,5986,district
120708,1999,6054,district
120708,2000,6121,district
120709,1996,5943,district
120709,1997,5988,district
120709,1998,6032,district
120709,1999,6077,district
120709,2000,6121,district
120800,1996,65920,province
120800,1997,65817,province
120800,1998,65714,province
120800,1999,65611,province
120800,2000,65508,province
120801,1996,29443,district
120801,1997,29613,district
120801,1998,29762,district
120801,1999,29870,district
120801,2000,29918,district
120802,1996,1308,district
120802,1997,1309,district
120802,1998,1311,district
120802,1999,1312,district
120802,2000,1314,district
120803,1996,2177,district
120803,1997,2181,district
120803,1998,2186,district
120803,1999,2190,district
120803,2000,2194,district
120804,1996,1241,district
120804,1997,1253,district
120804,1998,1264,district
120804,1999,1276,district
120804,2000,1288,district
120805,1996,6889,district
120805,1997,6902,district
120805,1998,6916,district
120805,1999,6929,district
120805,2000,6943,district
120806,1996,2232,district
120806,1997,2239,district
120806,1998,2245,district
120806,1999,2252,district
120806,2000,2258,district
120807,1996,1562,district
120807,1997,1479,district
120807,1998,1399,district
120807,1999,1332,district
120807,2000,1286,district
120808,1996,13185,district
120808,1997,13103,district
120808,1998,13020,district
120808,1999,12938,district
120808,2000,12856,district
120809,1996,790,district
120809,1997,791,district
120809,1998,792,district
120809,1999,793,district
120809,2000,794,district
120810,1996,7093,district
120810,1997,6947,district
120810,1998,6819,district
120810,1999,6719,district
120810,2000,6657,district
120900,1996,51872,province
120900,1997,52408,province
120900,1998,52943,province
120900,1999,53479,province
120900,2000,54015,province
120901,1996,19941,district
120901,1997,20277,district
120901,1998,20611,district
120901,1999,20947,district
120901,2000,21286,district
120902,1996,7914,district
120902,1997,7988,district
120902,1998,8063,district
120902,1999,8137,district
120902,2000,8211,district
120903,1996,5259,district
120903,1997,5298,district
120903,1998,5336,district
120903,1999,5375,district
120903,2000,5413,district
120904,1996,3448,district
120904,1997,3456,district
120904,1998,3463,district
120904,1999,3471,district
120904,2000,3478,district
120905,1996,3562,district
120905,1997,3584,district
120905,1998,3607,district
120905,1999,3629,district
120905,2000,3651,district
120906,1996,2806,district
120906,1997,2817,district
120906,1998,2828,district
120906,1999,2839,district
120906,2000,2850,district
120907,1996,3900,district
120907,1997,3906,district
120907,1998,3911,district
120907,1999,3917,district
120907,2000,3922,district
